Image,cmax_in_file,Ligand,SA,KD,l
RW#HG#MR3S4#L#kain#8476#UB,RW8476.grt,kain,41.2,12,9.52
RW#HG#MR3S4#L#keta#8517#01,RW8517.grt,keta,67,0.5,1.14
RW#HG#MR3S4#L#keta#8517#02,RW8517.grt,keta,67,0.5,1.14
RW#HG#MR3S4#L#keta#8517#03,RW8517.grt,keta,67,0.5,1.14
RW#HG#MR3S4#L#keta#8517#04,RW8517.grt,keta,67,0.5,1.14
RW#HG#MR3S4#L#keta#8517#05,RW8517.grt,keta,67,0.5,1.14
RW#HG#MR3S4#L#keta#8517#06,RW8517.grt,keta,67,0.5,1.14
RW#HG#MR3S4#L#keta#8517#07,RW8517.grt,keta,67,0.5,1.14
RW#HG#MR3S4#L#keta#8518#08,RW8518.grt,keta,67,0.5,1.14
RW#HG#MR3S4#L#keta#8518#09,RW8518.grt,keta,67,0.5,1.14
RW#HG#MR3S4#L#keta#8518#10,RW8518.grt,keta,67,0.5,1.14
RW#HG#MR3S4#L#keta#8518#UB,RW8518.grt,keta,67,0.5,1.14
RW#HG#MR3S4#L#keta#8519#11,RW8519.grt,keta,67,0.5,1.14
RW#HG#MR3S4#L#keta#8519#12,RW8519.grt,keta,67,0.5,1.14
RW#HG#MR3S4#L#keta#8519#13,RW8519.grt,keta,67,0.5,1.14
RW#HG#MR3S4#L#keta#8519#14,RW8519.grt,keta,67,0.5,1.14
RW#HG#MR3S4#L#keta#8520#15,RW8520.grt,keta,67,0.5,1.14
RW#HG#MR3S4#L#keta#8520#16,RW8520.grt,keta,67,0.5,1.14
RW#HG#MR3S4#L#keta#8520#17,RW8520.grt,keta,67,0.5,1.14
RW#HG#MR3S4#L#keta#8521#18,RW8521.grt,keta,67,0.5,1.14
RW#HG#MR3S4#L#keta#8521#19,RW8521.grt,keta,67,0.5,1.14
RW#HG#MR3S4#L#keta#8521#20,RW8521.grt,keta,67,0.5,1.14
RW#HG#MR3S4#L#keta#8522#21,RW8522.grt,keta,67,0.5,1.14
RW#HG#MR3S4#L#keta#8522#22,RW8522.grt,keta,67,0.5,1.14
RW#HG#MR3S4#L#keta#8522#UB,RW8522.grt,keta,67,0.5,1.14
RW#HG#MR3S4#L#keta#8523#23,RW8523.grt,keta,67,0.5,1.14
RW#HG#MR3S4#L#keta#8523#24,RW8523.grt,keta,67,0.5,1.14
RW#HG#MR3S4#L#keta#8523#25,RW8523.grt,keta,67,0.5,1.14
RW#HG#MR3S4#L#keta#8524#26,RW8524.grt,keta,67,0.5,1.14
RW#HG#MR3S4#L#keta#8524#27,RW8524.grt,keta,67,0.5,1.14
RW#HG#MR3S4#L#keta#8524#28,RW8524.grt,keta,67,0.5,1.14
RW#HG#MR3S4#L#keta#8524#29,RW8524.grt,keta,67,0.5,1.14
RW#HG#MR3S4#L#ly34#8629#01,RW8629.grt,ly34,40,4,1.05
RW#HG#MR3S4#L#ly34#8629#02,RW8629.grt,ly34,40,4,1.05
RW#HG#MR3S4#L#ly34#8629#03,RW8629.grt,ly34,40,4,1.05
RW#HG#MR3S4#L#ly34#8629#04,RW8629.grt,ly34,40,4,1.05
RW#HG#MR3S4#L#ly34#8629#05,RW8629.grt,ly34,40,4,1.05
RW#HG#MR3S4#L#ly34#8629#06,RW8629.grt,ly34,40,4,1.05
RW#HG#MR3S4#L#ly34#8629#07,RW8629.grt,ly34,40,4,1.05
RW#HG#MR3S4#L#ly34#8630#08,RW8630.grt,ly34,40,4,1.05
RW#HG#MR3S4#L#ly34#8630#09,RW8630.grt,ly34,40,4,1.05
RW#HG#MR3S4#L#ly34#8630#10,RW8630.grt,ly34,40,4,1.05
RW#HG#MR3S4#L#ly34#8630#UB,RW8630.grt,ly34,40,4,1.05
RW#HG#MR3S4#L#ly34#8631#11,RW8631.grt,ly34,40,4,1.05
RW#HG#MR3S4#L#ly34#8631#12,RW8631.grt,ly34,40,4,1.05
RW#HG#MR3S4#L#ly34#8631#13,RW8631.grt,ly34,40,4,1.05
RW#HG#MR3S4#L#ly34#8631#14,RW8631.grt,ly34,40,4,1.05
RW#HG#MR3S4#L#ly34#8632#15,RW8632.grt,ly34,40,4,1.05
RW#HG#MR3S4#L#ly34#8632#16,RW8632.grt,ly34,40,4,1.05
RW#HG#MR3S4#L#ly34#8632#17,RW8632.grt,ly34,40,4,1.05
RW#HG#MR3S4#L#ly34#8633#18,RW8633.grt,ly34,40,4,1.05
RW#HG#MR3S4#L#ly34#8633#19,RW8633.grt,ly34,40,4,1.05
RW#HG#MR3S4#L#ly34#8633#20,RW8633.grt,ly34,40,4,1.05
RW#HG#MR3S4#L#ly34#8634#21,RW8634.grt,ly34,40,4,1.05
RW#HG#MR3S4#L#ly34#8634#22,RW8634.grt,ly34,40,4,1.05
RW#HG#MR3S4#L#ly34#8634#UB,RW8634.grt,ly34,40,4,1.05
RW#HG#MR3S4#L#ly34#8635#23,RW8635.grt,ly34,40,4,1.05
RW#HG#MR3S4#L#ly34#8635#24,RW8635.grt,ly34,40,4,1.05
RW#HG#MR3S4#L#ly34#8635#25,RW8635.grt,ly34,40,4,1.05
RW#HG#MR3S4#L#ly34#8636#26,RW8636.grt,ly34,40,4,1.05
RW#HG#MR3S4#L#ly34#8636#27,RW8636.grt,ly34,40,4,1.05
RW#HG#MR3S4#L#ly34#8636#28,RW8636.grt,ly34,40,4,1.05
RW#HG#MR3S4#L#ly34#8636#29,RW8636.grt,ly34,40,4,1.05
RW#HG#MR3S4#L#mk80#8477#01,RW8477.grt,mk80,27.5,5,3.36
RW#HG#MR3S4#L#mk80#8477#02,RW8477.grt,mk80,27.5,5,3.36
RW#HG#MR3S4#L#mk80#8477#03,RW8477.grt,mk80,27.5,5,3.36
RW#HG#MR3S4#L#mk80#8477#04,RW8477.grt,mk80,27.5,5,3.36
RW#HG#MR3S4#L#mk80#8477#05,RW8477.grt,mk80,27.5,5,3.36
RW#HG#MR3S4#L#mk80#8477#06,RW8477.grt,mk80,27.5,5,3.36
RW#HG#MR3S4#L#mk80#8477#07,RW8477.grt,mk80,27.5,5,3.36
RW#HG#MR3S4#L#mk80#8477#08,RW8477.grt,mk80,27.5,5,3.36
RW#HG#MR3S4#L#mk80#8478#09,RW8478.grt,mk80,27.5,5,3.36
RW#HG#MR3S4#L#mk80#8478#10,RW8478.grt,mk80,27.5,5,3.36
RW#HG#MR3S4#L#mk80#8478#11,RW8478.grt,mk80,27.5,5,3.36
RW#HG#MR3S4#L#mk80#8478#UB,RW8478.grt,mk80,27.5,5,3.36
RW#HG#MR3S4#L#mk80#8479#12,RW8479.grt,mk80,27.5,5,3.36
RW#HG#MR3S4#L#mk80#8479#13,RW8479.grt,mk80,27.5,5,3.36
RW#HG#MR3S4#L#mk80#8479#14,RW8479.grt,mk80,27.5,5,3.36
RW#HG#MR3S4#L#mk80#8479#15,RW8479.grt,mk80,27.5,5,3.36
RW#HG#MR3S4#L#mk80#8480#16,RW8480.grt,mk80,27.5,5,3.36
RW#HG#MR3S4#L#mk80#8480#17,RW8480.grt,mk80,27.5,5,3.36
RW#HG#MR3S4#L#mk80#8480#18,RW8480.grt,mk80,27.5,5,3.36
RW#HG#MR3S4#L#mk80#8481#19,RW8481.grt,mk80,27.5,5,3.36
RW#HG#MR3S4#L#mk80#8481#20,RW8481.grt,mk80,27.5,5,3.36
RW#HG#MR3S4#L#mk80#8481#UB,RW8481.grt,mk80,27.5,5,3.36
RW#HG#MR3S4#L#mk80#8482#21,RW8482.grt,mk80,27.5,5,3.36
RW#HG#MR3S4#L#mk80#8482#22,RW8482.grt,mk80,27.5,5,3.36
RW#HG#MR3S4#L#mk80#8482#23,RW8482.grt,mk80,27.5,5,3.36
RW#HG#MR3S4#L#mk80#8483#24,RW8483.grt,mk80,27.5,5,3.36
RW#HG#MR3S4#L#mk80#8483#25,RW8483.grt,mk80,27.5,5,3.36
RW#HG#MR3S4#L#mk80#8483#26,RW8483.grt,mk80,27.5,5,3.36
RW#HG#MR3S4#L#mk80#8484#27,RW8484.grt,mk80,27.5,5,3.36
RW#HG#MR3S4#L#mk80#8484#28,RW8484.grt,mk80,27.5,5,3.36
RW#HG#MR3S4#L#mk80#8484#29,RW8484.grt,mk80,27.5,5,3.36
RW#HG#MR3S4#L#mk80#8484#30,RW8484.grt,mk80,27.5,5,3.36
RW#HG#MR3S4#L#mk80#8484#UB,RW8484.grt,mk80,27.5,5,3.36
RW#HG#MR3S4#L#musc#8485#01,RW8485.grt,musc,25.5,6,7.46
RW#HG#MR3S4#L#musc#8485#02,RW8485.grt,musc,25.5,6,7.46
RW#HG#MR3S4#L#musc#8485#03,RW8485.grt,musc,25.5,6,7.46
RW#HG#MR3S4#L#musc#8485#04,RW8485.grt,musc,25.5,6,7.46
RW#HG#MR3S4#L#musc#8485#05,RW8485.grt,musc,25.5,6,7.46
RW#HG#MR3S4#L#musc#8485#06,RW8485.grt,musc,25.5,6,7.46
RW#HG#MR3S4#L#musc#8485#07,RW8485.grt,musc,25.5,6,7.46
RW#HG#MR3S4#L#musc#8485#08,RW8485.grt,musc,25.5,6,7.46
RW#HG#MR3S4#L#musc#8486#09,RW8486.grt,musc,25.5,6,7.46
RW#HG#MR3S4#L#musc#8486#10,RW8486.grt,musc,25.5,6,7.46
RW#HG#MR3S4#L#musc#8486#11,RW8486.grt,musc,25.5,6,7.46
RW#HG#MR3S4#L#musc#8486#UB,RW8486.grt,musc,25.5,6,7.46
RW#HG#MR3S4#L#musc#8487#12,RW8487.grt,musc,25.5,6,7.46
RW#HG#MR3S4#L#musc#8487#13,RW8487.grt,musc,25.5,6,7.46
RW#HG#MR3S4#L#musc#8487#14,RW8487.grt,musc,25.5,6,7.46
RW#HG#MR3S4#L#musc#8487#15,RW8487.grt,musc,25.5,6,7.46
RW#HG#MR3S4#L#musc#8488#16,RW8488.grt,musc,25.5,6,7.46
RW#HG#MR3S4#L#musc#8488#17,RW8488.grt,musc,25.5,6,7.46
RW#HG#MR3S4#L#musc#8488#18,RW8488.grt,musc,25.5,6,7.46
RW#HG#MR3S4#L#musc#8489#19,RW8489.grt,musc,25.5,6,7.46
RW#HG#MR3S4#L#musc#8489#20,RW8489.grt,musc,25.5,6,7.46
RW#HG#MR3S4#L#musc#8489#UB,RW8489.grt,musc,25.5,6,7.46
RW#HG#MR3S4#L#musc#8490#21,RW8490.grt,musc,25.5,6,7.46
RW#HG#MR3S4#L#musc#8490#22,RW8490.grt,musc,25.5,6,7.46
RW#HG#MR3S4#L#musc#8490#23,RW8490.grt,musc,25.5,6,7.46
RW#HG#MR3S4#L#musc#8491#24,RW8491.grt,musc,25.5,6,7.46
RW#HG#MR3S4#L#musc#8491#25,RW8491.grt,musc,25.5,6,7.46
RW#HG#MR3S4#L#musc#8491#26,RW8491.grt,musc,25.5,6,7.46
RW#HG#MR3S4#L#musc#8492#27,RW8492.grt,musc,25.5,6,7.46
RW#HG#MR3S4#L#musc#8492#28,RW8492.grt,musc,25.5,6,7.46
RW#HG#MR3S4#L#musc#8492#29,RW8492.grt,musc,25.5,6,7.46
RW#HG#MR3S4#L#musc#8492#30,RW8492.grt,musc,25.5,6,7.46
RW#HG#MR3S4#L#musc#8492#UB,RW8492.grt,musc,25.5,6,7.46
RW#HG#MR3S4#L#oxot#8501#01,RW8501.grt,oxot,78.6,0.8,1.68
RW#HG#MR3S4#L#oxot#8501#02,RW8501.grt,oxot,78.6,0.8,1.68
RW#HG#MR3S4#L#oxot#8501#03,RW8501.grt,oxot,78.6,0.8,1.68
RW#HG#MR3S4#L#oxot#8501#04,RW8501.grt,oxot,78.6,0.8,1.68
RW#HG#MR3S4#L#oxot#8501#05,RW8501.grt,oxot,78.6,0.8,1.68
RW#HG#MR3S4#L#oxot#8501#06,RW8501.grt,oxot,78.6,0.8,1.68
RW#HG#MR3S4#L#oxot#8501#07,RW8501.grt,oxot,78.6,0.8,1.68
RW#HG#MR3S4#L#oxot#8501#08,RW8501.grt,oxot,78.6,0.8,1.68
RW#HG#MR3S4#L#oxot#8502#09,RW8502.grt,oxot,78.6,0.8,1.68
RW#HG#MR3S4#L#oxot#8502#10,RW8502.grt,oxot,78.6,0.8,1.68
RW#HG#MR3S4#L#oxot#8502#11,RW8502.grt,oxot,78.6,0.8,1.68
RW#HG#MR3S4#L#oxot#8502#UB,RW8502.grt,oxot,78.6,0.8,1.68
RW#HG#MR3S4#L#oxot#8503#12,RW8503.grt,oxot,78.6,0.8,1.68
RW#HG#MR3S4#L#oxot#8503#13,RW8503.grt,oxot,78.6,0.8,1.68
RW#HG#MR3S4#L#oxot#8503#14,RW8503.grt,oxot,78.6,0.8,1.68
RW#HG#MR3S4#L#oxot#8503#15,RW8503.grt,oxot,78.6,0.8,1.68
RW#HG#MR3S4#L#oxot#8504#16,RW8504.grt,oxot,78.6,0.8,1.68
RW#HG#MR3S4#L#oxot#8504#17,RW8504.grt,oxot,78.6,0.8,1.68
RW#HG#MR3S4#L#oxot#8504#18,RW8504.grt,oxot,78.6,0.8,1.68
RW#HG#MR3S4#L#oxot#8505#19,RW8505.grt,oxot,78.6,0.8,1.68
RW#HG#MR3S4#L#oxot#8505#20,RW8505.grt,oxot,78.6,0.8,1.68
RW#HG#MR3S4#L#oxot#8505#UB,RW8505.grt,oxot,78.6,0.8,1.68
RW#HG#MR3S4#L#oxot#8506#21,RW8506.grt,oxot,78.6,0.8,1.68
RW#HG#MR3S4#L#oxot#8506#22,RW8506.grt,oxot,78.6,0.8,1.68
RW#HG#MR3S4#L#oxot#8506#23,RW8506.grt,oxot,78.6,0.8,1.68
RW#HG#MR3S4#L#oxot#8507#24,RW8507.grt,oxot,78.6,0.8,1.68
RW#HG#MR3S4#L#oxot#8507#25,RW8507.grt,oxot,78.6,0.8,1.68
RW#HG#MR3S4#L#oxot#8507#26,RW8507.grt,oxot,78.6,0.8,1.68
RW#HG#MR3S4#L#oxot#8508#27,RW8508.grt,oxot,78.6,0.8,1.68
RW#HG#MR3S4#L#oxot#8508#28,RW8508.grt,oxot,78.6,0.8,1.68
RW#HG#MR3S4#L#oxot#8508#29,RW8508.grt,oxot,78.6,0.8,1.68
RW#HG#MR3s4#L#pire#9608#01,RW9608.grt,pire,83.4,3,8.17
RW#HG#MR3s4#L#pire#9608#02,RW9608.grt,pire,83.4,3,8.17
RW#HG#MR3s4#L#pire#9608#03,RW9608.grt,pire,83.4,3,8.17
RW#HG#MR3s4#L#pire#9608#04,RW9608.grt,pire,83.4,3,8.17
RW#HG#MR3s4#L#pire#9608#05,RW9608.grt,pire,83.4,3,8.17
RW#HG#MR3s4#L#pire#9608#06,RW9608.grt,pire,83.4,3,8.17
RW#HG#MR3s4#L#pire#9608#07,RW9608.grt,pire,83.4,3,8.17
RW#HG#MR3s4#L#pire#9608#08,RW9608.grt,pire,83.4,3,8.17
RW#HG#MR3s4#L#pire#9609#09,RW9609.grt,pire,83.4,3,8.17
RW#HG#MR3s4#L#pire#9609#10,RW9609.grt,pire,83.4,3,8.17
RW#HG#MR3s4#L#pire#9609#11,RW9609.grt,pire,83.4,3,8.17
RW#HG#MR3s4#L#pire#9609#12,RW9609.grt,pire,83.4,3,8.17
RW#HG#MR3s4#L#pire#9609#ub,RW9609.grt,pire,83.4,3,8.17
RW#HG#MR3s4#L#pire#9610#13,RW9610.grt,pire,83.4,3,8.17
RW#HG#MR3s4#L#pire#9610#14,RW9610.grt,pire,83.4,3,8.17
RW#HG#MR3s4#L#pire#9610#15,RW9610.grt,pire,83.4,3,8.17
RW#HG#MR3s4#L#pire#9610#16,RW9610.grt,pire,83.4,3,8.17
RW#HG#MR3s4#L#pire#9611#17,RW9611.grt,pire,83.4,3,8.17
RW#HG#MR3s4#L#pire#9611#18,RW9611.grt,pire,83.4,3,8.17
RW#HG#MR3s4#L#pire#9611#19,RW9611.grt,pire,83.4,3,8.17
RW#HG#MR3s4#L#pire#9612#20,RW9612.grt,pire,83.4,3,8.17
RW#HG#MR3s4#L#pire#9612#21,RW9612.grt,pire,83.4,3,8.17
RW#HG#MR3s4#L#pire#9612#ub,RW9612.grt,pire,83.4,3,8.17
RW#HG#MR3s4#L#pire#9613#22,RW9613.grt,pire,83.4,3,8.17
RW#HG#MR3s4#L#pire#9613#23,RW9613.grt,pire,83.4,3,8.17
RW#HG#MR3s4#L#pire#9613#24,RW9613.grt,pire,83.4,3,8.17
RW#HG#MR3s4#L#pire#9614#25,RW9614.grt,pire,83.4,3,8.17
RW#HG#MR3s4#L#pire#9614#26,RW9614.grt,pire,83.4,3,8.17
RW#HG#MR3s4#L#pire#9614#27,RW9614.grt,pire,83.4,3,8.17
RW#HG#MR3s4#L#pire#9614#28,RW9614.grt,pire,83.4,3,8.17
RW#HG#MR3s4#L#pire#9614#29,RW9614.grt,pire,83.4,3,8.17
RW#HG#MR3S4#L#praz#8525#01,RW8525.grt,praz,85.3,0.2,0.2
RW#HG#MR3S4#L#praz#8525#02,RW8525.grt,praz,85.3,0.2,0.2
RW#HG#MR3S4#L#praz#8525#03,RW8525.grt,praz,85.3,0.2,0.2
RW#HG#MR3S4#L#praz#8525#04,RW8525.grt,praz,85.3,0.2,0.2
RW#HG#MR3S4#L#praz#8525#05,RW8525.grt,praz,85.3,0.2,0.2
RW#HG#MR3S4#L#praz#8525#06,RW8525.grt,praz,85.3,0.2,0.2
RW#HG#MR3S4#L#praz#8525#07,RW8525.grt,praz,85.3,0.2,0.2
RW#HG#MR3S4#L#praz#8526#08,RW8526.grt,praz,85.3,0.2,0.2
RW#HG#MR3S4#L#praz#8526#09,RW8526.grt,praz,85.3,0.2,0.2
RW#HG#MR3S4#L#praz#8526#10,RW8526.grt,praz,85.3,0.2,0.2
RW#HG#MR3S4#L#praz#8526#UB,RW8526.grt,praz,85.3,0.2,0.2
RW#HG#MR3S4#L#praz#8527#11,RW8527.grt,praz,85.3,0.2,0.2
RW#HG#MR3S4#L#praz#8527#12,RW8527.grt,praz,85.3,0.2,0.2
RW#HG#MR3S4#L#praz#8527#13,RW8527.grt,praz,85.3,0.2,0.2
RW#HG#MR3S4#L#praz#8527#14,RW8527.grt,praz,85.3,0.2,0.2
RW#HG#MR3S4#L#praz#8528#15,RW8528.grt,praz,85.3,0.2,0.2
RW#HG#MR3S4#L#praz#8528#16,RW8528.grt,praz,85.3,0.2,0.2
RW#HG#MR3S4#L#praz#8528#17,RW8528.grt,praz,85.3,0.2,0.2
RW#HG#MR3S4#L#praz#8529#18,RW8529.grt,praz,85.3,0.2,0.2
RW#HG#MR3S4#L#praz#8529#19,RW8529.grt,praz,85.3,0.2,0.2
RW#HG#MR3S4#L#praz#8529#20,RW8529.grt,praz,85.3,0.2,0.2
RW#HG#MR3S4#L#praz#8530#21,RW8530.grt,praz,85.3,0.2,0.2
RW#HG#MR3S4#L#praz#8530#22,RW8530.grt,praz,85.3,0.2,0.2
RW#HG#MR3S4#L#praz#8530#UB,RW8530.grt,praz,85.3,0.2,0.2
RW#HG#MR3S4#L#praz#8531#23,RW8531.grt,praz,85.3,0.2,0.2
RW#HG#MR3S4#L#praz#8531#24,RW8531.grt,praz,85.3,0.2,0.2
RW#HG#MR3S4#L#praz#8531#25,RW8531.grt,praz,85.3,0.2,0.2
RW#HG#MR3S4#L#praz#8532#26,RW8532.grt,praz,85.3,0.2,0.2
RW#HG#MR3S4#L#praz#8532#27,RW8532.grt,praz,85.3,0.2,0.2
RW#HG#MR3S4#L#praz#8532#28,RW8532.grt,praz,85.3,0.2,0.2
RW#HG#MR3S4#L#praz#8532#29,RW8532.grt,praz,85.3,0.2,0.2
RW#HG#MR3S4#L#rx82#8541#01,RW8541.grt,rx82,60,2.8,1.32
RW#HG#MR3S4#L#rx82#8541#02,RW8541.grt,rx82,60,2.8,1.32
RW#HG#MR3S4#L#rx82#8541#03,RW8541.grt,rx82,60,2.8,1.32
RW#HG#MR3S4#L#rx82#8541#04,RW8541.grt,rx82,60,2.8,1.32
RW#HG#MR3S4#L#rx82#8541#05,RW8541.grt,rx82,60,2.8,1.32
RW#HG#MR3S4#L#rx82#8541#06,RW8541.grt,rx82,60,2.8,1.32
RW#HG#MR3S4#L#rx82#8541#07,RW8541.grt,rx82,60,2.8,1.32
RW#HG#MR3S4#L#rx82#8541#08,RW8541.grt,rx82,60,2.8,1.32
RW#HG#MR3S4#L#rx82#8542#09,RW8542.grt,rx82,60,2.8,1.32
RW#HG#MR3S4#L#rx82#8542#10,RW8542.grt,rx82,60,2.8,1.32
RW#HG#MR3S4#L#rx82#8542#11,RW8542.grt,rx82,60,2.8,1.32
RW#HG#MR3S4#L#rx82#8542#UB,RW8542.grt,rx82,60,2.8,1.32
RW#HG#MR3S4#L#rx82#8543#12,RW8543.grt,rx82,60,2.8,1.32
RW#HG#MR3S4#L#rx82#8543#13,RW8543.grt,rx82,60,2.8,1.32
RW#HG#MR3S4#L#rx82#8543#14,RW8543.grt,rx82,60,2.8,1.32
RW#HG#MR3S4#L#rx82#8543#15,RW8543.grt,rx82,60,2.8,1.32
RW#HG#MR3S4#L#rx82#8544#16,RW8544.grt,rx82,60,2.8,1.32
RW#HG#MR3S4#L#rx82#8544#17,RW8544.grt,rx82,60,2.8,1.32
RW#HG#MR3S4#L#rx82#8544#18,RW8544.grt,rx82,60,2.8,1.32
RW#HG#MR3S4#L#rx82#8545#19,RW8545.grt,rx82,60,2.8,1.32
RW#HG#MR3S4#L#rx82#8545#20,RW8545.grt,rx82,60,2.8,1.32
RW#HG#MR3S4#L#rx82#8545#UB,RW8545.grt,rx82,60,2.8,1.32
RW#HG#MR3S4#L#rx82#8546#21,RW8546.grt,rx82,60,2.8,1.32
RW#HG#MR3S4#L#rx82#8546#22,RW8546.grt,rx82,60,2.8,1.32
RW#HG#MR3S4#L#rx82#8546#23,RW8546.grt,rx82,60,2.8,1.32
RW#HG#MR3S4#L#rx82#8547#24,RW8547.grt,rx82,60,2.8,1.32
RW#HG#MR3S4#L#rx82#8547#25,RW8547.grt,rx82,60,2.8,1.32
RW#HG#MR3S4#L#rx82#8547#26,RW8547.grt,rx82,60,2.8,1.32
RW#HG#MR3S4#L#rx82#8548#27,RW8548.grt,rx82,60,2.8,1.32
RW#HG#MR3S4#L#rx82#8548#28,RW8548.grt,rx82,60,2.8,1.32
RW#HG#MR3S4#L#rx82#8548#29,RW8548.grt,rx82,60,2.8,1.32
RW#HG#MR3S4#L#sch2#8549#01,RW8549.grt,sch2,73.1,0.14,1.63
RW#HG#MR3S4#L#sch2#8549#02,RW8549.grt,sch2,73.1,0.14,1.63
RW#HG#MR3S4#L#sch2#8549#03,RW8549.grt,sch2,73.1,0.14,1.63
RW#HG#MR3S4#L#sch2#8549#04,RW8549.grt,sch2,73.1,0.14,1.63
RW#HG#MR3S4#L#sch2#8549#05,RW8549.grt,sch2,73.1,0.14,1.63
RW#HG#MR3S4#L#sch2#8549#06,RW8549.grt,sch2,73.1,0.14,1.63
RW#HG#MR3S4#L#sch2#8549#07,RW8549.grt,sch2,73.1,0.14,1.63
RW#HG#MR3S4#L#sch2#8550#08,RW8550.grt,sch2,73.1,0.14,1.63
RW#HG#MR3S4#L#sch2#8550#09,RW8550.grt,sch2,73.1,0.14,1.63
RW#HG#MR3S4#L#sch2#8550#10,RW8550.grt,sch2,73.1,0.14,1.63
RW#HG#MR3S4#L#sch2#8550#11,RW8550.grt,sch2,73.1,0.14,1.63
RW#HG#MR3S4#L#sch2#8550#UB,RW8550.grt,sch2,73.1,0.14,1.63
RW#HG#MR3S4#L#sch2#8551#12,RW8551.grt,sch2,73.1,0.14,1.63
RW#HG#MR3S4#L#sch2#8551#13,RW8551.grt,sch2,73.1,0.14,1.63
RW#HG#MR3S4#L#sch2#8551#14,RW8551.grt,sch2,73.1,0.14,1.63
RW#HG#MR3S4#L#sch2#8551#15,RW8551.grt,sch2,73.1,0.14,1.63
RW#HG#MR3S4#L#sch2#8552#16,RW8552.grt,sch2,73.1,0.14,1.63
RW#HG#MR3S4#L#sch2#8552#17,RW8552.grt,sch2,73.1,0.14,1.63
RW#HG#MR3S4#L#sch2#8552#18,RW8552.grt,sch2,73.1,0.14,1.63
RW#HG#MR3S4#L#sch2#8553#19,RW8553.grt,sch2,73.1,0.14,1.63
RW#HG#MR3S4#L#sch2#8553#20,RW8553.grt,sch2,73.1,0.14,1.63
RW#HG#MR3S4#L#sch2#8553#UB,RW8553.grt,sch2,73.1,0.14,1.63
RW#HG#MR3S4#L#sch2#8554#21,RW8554.grt,sch2,73.1,0.14,1.63
RW#HG#MR3S4#L#sch2#8554#22,RW8554.grt,sch2,73.1,0.14,1.63
RW#HG#MR3S4#L#sch2#8554#23,RW8554.grt,sch2,73.1,0.14,1.63
RW#HG#MR3S4#L#sch2#8555#24,RW8555.grt,sch2,73.1,0.14,1.63
RW#HG#MR3S4#L#sch2#8555#25,RW8555.grt,sch2,73.1,0.14,1.63
RW#HG#MR3S4#L#sch2#8555#26,RW8555.grt,sch2,73.1,0.14,1.63
RW#HG#MR3S4#L#sch2#8556#27,RW8556.grt,sch2,73.1,0.14,1.63
RW#HG#MR3S4#L#sch2#8556#28,RW8556.grt,sch2,73.1,0.14,1.63
RW#HG#MR3S4#L#sch2#8556#29,RW8556.grt,sch2,73.1,0.14,1.63
RW#HG#MR3S4#L#sr95#8637#01,RW8637.grt,sr95,53.5,6,3.06
RW#HG#MR3S4#L#sr95#8637#02,RW8637.grt,sr95,53.5,6,3.06
RW#HG#MR3S4#L#sr95#8637#03,RW8637.grt,sr95,53.5,6,3.06
RW#HG#MR3S4#L#sr95#8637#04,RW8637.grt,sr95,53.5,6,3.06
RW#HG#MR3S4#L#sr95#8637#05,RW8637.grt,sr95,53.5,6,3.06
RW#HG#MR3S4#L#sr95#8637#06,RW8637.grt,sr95,53.5,6,3.06
RW#HG#MR3S4#L#sr95#8637#07,RW8637.grt,sr95,53.5,6,3.06
RW#HG#MR3S4#L#sr95#8637#08,RW8637.grt,sr95,53.5,6,3.06
RW#HG#MR3S4#L#sr95#8638#09,RW8638.grt,sr95,53.5,6,3.06
RW#HG#MR3S4#L#sr95#8638#10,RW8638.grt,sr95,53.5,6,3.06
RW#HG#MR3S4#L#sr95#8638#11,RW8638.grt,sr95,53.5,6,3.06
RW#HG#MR3S4#L#sr95#8638#UB,RW8638.grt,sr95,53.5,6,3.06
RW#HG#MR3S4#L#sr95#8639#12,RW8639.grt,sr95,53.5,6,3.06
RW#HG#MR3S4#L#sr95#8639#13,RW8639.grt,sr95,53.5,6,3.06
RW#HG#MR3S4#L#sr95#8639#14,RW8639.grt,sr95,53.5,6,3.06
RW#HG#MR3S4#L#sr95#8639#15,RW8639.grt,sr95,53.5,6,3.06
RW#HG#MR3S4#L#sr95#8640#16,RW8640.grt,sr95,53.5,6,3.06
RW#HG#MR3S4#L#sr95#8640#17,RW8640.grt,sr95,53.5,6,3.06
RW#HG#MR3S4#L#sr95#8640#18,RW8640.grt,sr95,53.5,6,3.06
RW#HG#MR3S4#L#sr95#8641#19,RW8641.grt,sr95,53.5,6,3.06
RW#HG#MR3S4#L#sr95#8641#20,RW8641.grt,sr95,53.5,6,3.06
RW#HG#MR3S4#L#sr95#8641#UB,RW8641.grt,sr95,53.5,6,3.06
RW#HG#MR3S4#L#sr95#8642#21,RW8642.grt,sr95,53.5,6,3.06
RW#HG#MR3S4#L#sr95#8642#22,RW8642.grt,sr95,53.5,6,3.06
RW#HG#MR3S4#L#sr95#8642#23,RW8642.grt,sr95,53.5,6,3.06
RW#HG#MR3S4#L#sr95#8643#24,RW8643.grt,sr95,53.5,6,3.06
RW#HG#MR3S4#L#sr95#8643#25,RW8643.grt,sr95,53.5,6,3.06
RW#HG#MR3S4#L#sr95#8643#26,RW8643.grt,sr95,53.5,6,3.06
