Image,cmax_in_file,Ligand,SA,KD,l
OL#hg#MR1s6#L#ly34#6598#30,OL6598.grt,ly34,28.28,4,1.15
OL#hg#MR1s6#L#ly34#6598#31,OL6598.grt,ly34,28.28,4,1.15
OL#hg#MR1s6#L#ly34#6598#32,OL6598.grt,ly34,28.28,4,1.15
OL#hg#MR1s6#L#ly34#6598#33,OL6598.grt,ly34,28.28,4,1.15
OL#hg#MR1s6#L#ly34#6598#34,OL6598.grt,ly34,28.28,4,1.15
OL#hg#MR1s6#L#ly34#6598#35,OL6598.grt,ly34,28.28,4,1.15
OL#hg#MR1s6#L#ly34#6598#36,OL6598.grt,ly34,28.28,4,1.15
OL#hg#MR1s6#L#mk80#6562#01,OL6562.grt,mk80,17.1,5,4.95
OL#hg#MR1s6#L#mk80#6562#02,OL6562.grt,mk80,17.1,5,4.95
OL#hg#MR1s6#L#mk80#6562#03,OL6562.grt,mk80,17.1,5,4.95
OL#hg#MR1s6#L#mk80#6562#04,OL6562.grt,mk80,17.1,5,4.95
OL#hg#MR1s6#L#mk80#6562#05,OL6562.grt,mk80,17.1,5,4.95
OL#hg#MR1s6#L#mk80#6562#06,OL6562.grt,mk80,17.1,5,4.95
OL#hg#MR1s6#L#mk80#6562#07,OL6562.grt,mk80,17.1,5,4.95
OL#hg#MR1s6#L#mk80#6562#08,OL6562.grt,mk80,17.1,5,4.95
OL#hg#MR1s6#L#mk80#6562#09,OL6562.grt,mk80,17.1,5,4.95
OL#hg#MR1s6#L#mk80#6562#10,OL6562.grt,mk80,17.1,5,4.95
OL#hg#MR1s6#L#mk80#6562#11,OL6562.grt,mk80,17.1,5,4.95
OL#hg#MR1s6#L#mk80#6562#12,OL6562.grt,mk80,17.1,5,4.95
OL#hg#MR1s6#L#mk80#6562#13,OL6562.grt,mk80,17.1,5,4.95
OL#hg#MR1s6#L#mk80#6562#14,OL6562.grt,mk80,17.1,5,4.95
OL#hg#MR1s6#L#mk80#6563#15,OL6563.grt,mk80,17.1,5,4.95
OL#hg#MR1s6#L#mk80#6563#16,OL6563.grt,mk80,17.1,5,4.95
OL#hg#MR1s6#L#mk80#6563#17,OL6563.grt,mk80,17.1,5,4.95
OL#hg#MR1s6#L#mk80#6563#18,OL6563.grt,mk80,17.1,5,4.95
OL#hg#MR1s6#L#mk80#6563#19,OL6563.grt,mk80,17.1,5,4.95
OL#hg#MR1s6#L#mk80#6563#20,OL6563.grt,mk80,17.1,5,4.95
OL#hg#MR1s6#L#mk80#6563#21,OL6563.grt,mk80,17.1,5,4.95
OL#hg#MR1s6#L#mk80#6563#22,OL6563.grt,mk80,17.1,5,4.95
OL#hg#MR1s6#L#mk80#6563#23,OL6563.grt,mk80,17.1,5,4.95
OL#hg#MR1s6#L#mk80#6563#24,OL6563.grt,mk80,17.1,5,4.95
OL#hg#MR1s6#L#mk80#6563#25,OL6563.grt,mk80,17.1,5,4.95
OL#hg#MR1s6#L#mk80#6563#26,OL6563.grt,mk80,17.1,5,4.95
OL#hg#MR1s6#L#mk80#6563#27,OL6563.grt,mk80,17.1,5,4.95
OL#hg#MR1s6#L#mk80#6563#28,OL6563.grt,mk80,17.1,5,4.95
OL#hg#MR1s6#L#mk80#6564#29,OL6564.grt,mk80,17.1,5,4.95
OL#hg#MR1s6#L#mk80#6564#30,OL6564.grt,mk80,17.1,5,4.95
OL#hg#MR1s6#L#mk80#6564#31,OL6564.grt,mk80,17.1,5,4.95
OL#hg#MR1s6#L#mk80#6564#32,OL6564.grt,mk80,17.1,5,4.95
OL#hg#MR1s6#L#mk80#6564#33,OL6564.grt,mk80,17.1,5,4.95
OL#hg#MR1s6#L#mk80#6564#34,OL6564.grt,mk80,17.1,5,4.95
OL#hg#MR1s6#L#mk80#6564#35,OL6564.grt,mk80,17.1,5,4.95
OL#hg#MR1s6#L#mk80#6564#36,OL6564.grt,mk80,17.1,5,4.95
OL#hg#MR1s6#L#mk80#6564#37,OL6564.grt,mk80,17.1,5,4.95
OL#hg#MR1s6#L#musc#6400#01,OL6400.grt,musc,36.6,6,7.35
OL#hg#MR1s6#L#musc#6400#02,OL6400.grt,musc,36.6,6,7.35
OL#hg#MR1s6#L#musc#6400#03,OL6400.grt,musc,36.6,6,7.35
OL#hg#MR1s6#L#musc#6400#04,OL6400.grt,musc,36.6,6,7.35
OL#hg#MR1s6#L#musc#6400#05,OL6400.grt,musc,36.6,6,7.35
OL#hg#MR1s6#L#musc#6400#06,OL6400.grt,musc,36.6,6,7.35
OL#hg#MR1s6#L#musc#6400#07,OL6400.grt,musc,36.6,6,7.35
OL#hg#MR1s6#L#musc#6400#08,OL6400.grt,musc,36.6,6,7.35
OL#hg#MR1s6#L#musc#6400#09,OL6400.grt,musc,36.6,6,7.35
OL#hg#MR1s6#L#musc#6400#10,OL6400.grt,musc,36.6,6,7.35
OL#hg#MR1s6#L#musc#6400#11,OL6400.grt,musc,36.6,6,7.35
OL#hg#MR1s6#L#musc#6400#12,OL6400.grt,musc,36.6,6,7.35
OL#hg#MR1s6#L#musc#6400#13,OL6400.grt,musc,36.6,6,7.35
OL#hg#MR1s6#L#musc#6400#14,OL6400.grt,musc,36.6,6,7.35
OL#hg#MR1s6#L#musc#6400#15,OL6400.grt,musc,36.6,6,7.35
OL#hg#MR1s6#L#musc#6400#16,OL6400.grt,musc,36.6,6,7.35
OL#hg#MR1s6#L#musc#6401#17,OL6401.grt,musc,36.6,6,7.35
OL#hg#MR1s6#L#musc#6401#18,OL6401.grt,musc,36.6,6,7.35
OL#hg#MR1s6#L#musc#6401#19,OL6401.grt,musc,36.6,6,7.35
OL#hg#MR1s6#L#musc#6401#20,OL6401.grt,musc,36.6,6,7.35
OL#hg#MR1s6#L#musc#6401#21,OL6401.grt,musc,36.6,6,7.35
OL#hg#MR1s6#L#musc#6401#22,OL6401.grt,musc,36.6,6,7.35
OL#hg#MR1s6#L#musc#6401#23,OL6401.grt,musc,36.6,6,7.35
OL#hg#MR1s6#L#musc#6401#24,OL6401.grt,musc,36.6,6,7.35
OL#hg#MR1s6#L#musc#6402#25,OL6402.grt,musc,36.6,6,7.35
OL#hg#MR1s6#L#musc#6402#26,OL6402.grt,musc,36.6,6,7.35
OL#hg#MR1s6#L#musc#6402#27,OL6402.grt,musc,36.6,6,7.35
OL#hg#MR1s6#L#musc#6402#28,OL6402.grt,musc,36.6,6,7.35
OL#hg#MR1s6#L#musc#6402#29,OL6402.grt,musc,36.6,6,7.35
OL#hg#MR1s6#L#musc#6402#30,OL6402.grt,musc,36.6,6,7.35
OL#hg#MR1s6#L#musc#6403#31,OL6403.grt,musc,36.6,6,7.35
OL#hg#MR1s6#L#musc#6403#32,OL6403.grt,musc,36.6,6,7.35
OL#hg#MR1s6#L#musc#6403#33,OL6403.grt,musc,36.6,6,7.35
OL#hg#MR1s6#L#musc#6403#34,OL6403.grt,musc,36.6,6,7.35
OL#hg#MR1s6#L#musc#6403#35,OL6403.grt,musc,36.6,6,7.35
OL#hg#MR1s6#L#oxot#6573#01,OL6573.grt,oxot,75.8,0.8,0.73
OL#hg#MR1s6#L#oxot#6573#02,OL6573.grt,oxot,75.8,0.8,0.73
OL#hg#MR1s6#L#oxot#6573#03,OL6573.grt,oxot,75.8,0.8,0.73
OL#hg#MR1s6#L#oxot#6573#04,OL6573.grt,oxot,75.8,0.8,0.73
OL#hg#MR1s6#L#oxot#6573#05,OL6573.grt,oxot,75.8,0.8,0.73
OL#hg#MR1s6#L#oxot#6573#06,OL6573.grt,oxot,75.8,0.8,0.73
OL#hg#MR1s6#L#oxot#6573#07,OL6573.grt,oxot,75.8,0.8,0.73
OL#hg#MR1s6#L#oxot#6573#08,OL6573.grt,oxot,75.8,0.8,0.73
OL#hg#MR1s6#L#oxot#6573#09,OL6573.grt,oxot,75.8,0.8,0.73
OL#hg#MR1s6#L#oxot#6573#10,OL6573.grt,oxot,75.8,0.8,0.73
OL#hg#MR1s6#L#oxot#6573#11,OL6573.grt,oxot,75.8,0.8,0.73
OL#hg#MR1s6#L#oxot#6573#12,OL6573.grt,oxot,75.8,0.8,0.73
OL#hg#MR1s6#L#oxot#6573#13,OL6573.grt,oxot,75.8,0.8,0.73
OL#hg#MR1s6#L#oxot#6573#14,OL6573.grt,oxot,75.8,0.8,0.73
OL#hg#MR1s6#L#oxot#6573#15,OL6573.grt,oxot,75.8,0.8,0.73
OL#hg#MR1s6#L#oxot#6573#16,OL6573.grt,oxot,75.8,0.8,0.73
OL#hg#MR1s6#L#oxot#6574#17,OL6574.grt,oxot,75.8,0.8,0.73
OL#hg#MR1s6#L#oxot#6574#19,OL6574.grt,oxot,75.8,0.8,0.73
OL#hg#MR1s6#L#oxot#6574#20,OL6574.grt,oxot,75.8,0.8,0.73
OL#hg#MR1s6#L#oxot#6574#21,OL6574.grt,oxot,75.8,0.8,0.73
OL#hg#MR1s6#L#oxot#6574#22,OL6574.grt,oxot,75.8,0.8,0.73
OL#hg#MR1s6#L#oxot#6574#23,OL6574.grt,oxot,75.8,0.8,0.73
OL#hg#MR1s6#L#oxot#6574#24,OL6574.grt,oxot,75.8,0.8,0.73
OL#hg#MR1s6#L#oxot#6574#25,OL6574.grt,oxot,75.8,0.8,0.73
OL#hg#MR1s6#L#oxot#6574#26,OL6574.grt,oxot,75.8,0.8,0.73
OL#hg#MR1s6#L#oxot#6574#27,OL6574.grt,oxot,75.8,0.8,0.73
OL#hg#MR1s6#L#oxot#6574#28,OL6574.grt,oxot,75.8,0.8,0.73
OL#hg#MR1s6#L#oxot#6574#29,OL6574.grt,oxot,75.8,0.8,0.73
OL#hg#MR1s6#L#oxot#6574#30,OL6574.grt,oxot,75.8,0.8,0.73
OL#hg#MR1s6#L#oxot#6575#31,OL6575.grt,oxot,75.8,0.8,0.73
OL#hg#MR1s6#L#oxot#6575#32,OL6575.grt,oxot,75.8,0.8,0.73
OL#hg#MR1s6#L#oxot#6575#33,OL6575.grt,oxot,75.8,0.8,0.73
OL#hg#MR1s6#L#oxot#6575#34,OL6575.grt,oxot,75.8,0.8,0.73
OL#hg#MR1s6#L#oxot#6575#35,OL6575.grt,oxot,75.8,0.8,0.73
OL#hg#MR1s6#L#oxot#6575#36,OL6575.grt,oxot,75.8,0.8,0.73
OL#hg#MR1s6#L#oxot#6575#37,OL6575.grt,oxot,75.8,0.8,0.73
OL#HG#MR1S6#L#pire#9507#01,OL9507.grt,pire,83.4,3,8.17
OL#HG#MR1S6#L#pire#9507#02,OL9507.grt,pire,83.4,3,8.17
OL#HG#MR1S6#L#pire#9507#03,OL9507.grt,pire,83.4,3,8.17
OL#HG#MR1S6#L#pire#9507#04,OL9507.grt,pire,83.4,3,8.17
OL#HG#MR1S6#L#pire#9507#05,OL9507.grt,pire,83.4,3,8.17
OL#HG#MR1S6#L#pire#9507#06,OL9507.grt,pire,83.4,3,8.17
OL#HG#MR1S6#L#pire#9507#07,OL9507.grt,pire,83.4,3,8.17
OL#HG#MR1S6#L#pire#9507#08,OL9507.grt,pire,83.4,3,8.17
OL#HG#MR1S6#L#pire#9507#09,OL9507.grt,pire,83.4,3,8.17
OL#HG#MR1S6#L#pire#9507#10,OL9507.grt,pire,83.4,3,8.17
OL#HG#MR1S6#L#pire#9507#11,OL9507.grt,pire,83.4,3,8.17
OL#HG#MR1S6#L#pire#9507#12,OL9507.grt,pire,83.4,3,8.17
OL#HG#MR1S6#L#pire#9507#13,OL9507.grt,pire,83.4,3,8.17
OL#HG#MR1S6#L#pire#9507#14,OL9507.grt,pire,83.4,3,8.17
OL#HG#MR1S6#L#pire#9507#15,OL9507.grt,pire,83.4,3,8.17
OL#HG#MR1S6#L#pire#9507#16,OL9507.grt,pire,83.4,3,8.17
OL#HG#MR1S6#L#pire#9507#17,OL9507.grt,pire,83.4,3,8.17
OL#HG#MR1S6#L#pire#9507#18,OL9507.grt,pire,83.4,3,8.17
OL#HG#MR1S6#L#pire#9508#19,OL9508.grt,pire,83.4,3,8.17
OL#HG#MR1S6#L#pire#9508#20,OL9508.grt,pire,83.4,3,8.17
OL#HG#MR1S6#L#pire#9508#21,OL9508.grt,pire,83.4,3,8.17
OL#HG#MR1S6#L#pire#9508#22,OL9508.grt,pire,83.4,3,8.17
OL#HG#MR1S6#L#pire#9508#23,OL9508.grt,pire,83.4,3,8.17
OL#HG#MR1S6#L#pire#9508#24,OL9508.grt,pire,83.4,3,8.17
OL#HG#MR1S6#L#pire#9508#25,OL9508.grt,pire,83.4,3,8.17
OL#HG#MR1S6#L#pire#9508#26,OL9508.grt,pire,83.4,3,8.17
OL#HG#MR1S6#L#pire#9508#27,OL9508.grt,pire,83.4,3,8.17
OL#HG#MR1S6#L#pire#9508#28,OL9508.grt,pire,83.4,3,8.17
OL#HG#MR1S6#L#pire#9509#29,OL9509.grt,pire,83.4,3,8.17
OL#HG#MR1S6#L#pire#9509#30,OL9509.grt,pire,83.4,3,8.17
OL#HG#MR1S6#L#pire#9509#31,OL9509.grt,pire,83.4,3,8.17
OL#HG#MR1S6#L#pire#9509#32,OL9509.grt,pire,83.4,3,8.17
OL#HG#MR1S6#L#pire#9509#33,OL9509.grt,pire,83.4,3,8.17
OL#HG#MR1S6#L#pire#9509#34,OL9509.grt,pire,83.4,3,8.17
OL#HG#MR1S6#L#pire#9509#35,OL9509.grt,pire,83.4,3,8.17
OL#hg#MR1s6#L#praz#6570#01,OL6570.grt,praz,86.8,0.2,0.43
OL#hg#MR1s6#L#praz#6570#02,OL6570.grt,praz,86.8,0.2,0.43
OL#hg#MR1s6#L#praz#6570#03,OL6570.grt,praz,86.8,0.2,0.43
OL#hg#MR1s6#L#praz#6570#04,OL6570.grt,praz,86.8,0.2,0.43
OL#hg#MR1s6#L#praz#6570#05,OL6570.grt,praz,86.8,0.2,0.43
OL#hg#MR1s6#L#praz#6570#06,OL6570.grt,praz,86.8,0.2,0.43
OL#hg#MR1s6#L#praz#6570#07,OL6570.grt,praz,86.8,0.2,0.43
OL#hg#MR1s6#L#praz#6570#08,OL6570.grt,praz,86.8,0.2,0.43
OL#hg#MR1s6#L#praz#6570#09,OL6570.grt,praz,86.8,0.2,0.43
OL#hg#MR1s6#L#praz#6570#10,OL6570.grt,praz,86.8,0.2,0.43
OL#hg#MR1s6#L#praz#6570#11,OL6570.grt,praz,86.8,0.2,0.43
OL#hg#MR1s6#L#praz#6570#12,OL6570.grt,praz,86.8,0.2,0.43
OL#hg#MR1s6#L#praz#6570#13,OL6570.grt,praz,86.8,0.2,0.43
OL#hg#MR1s6#L#praz#6570#14,OL6570.grt,praz,86.8,0.2,0.43
OL#hg#MR1s6#L#praz#6570#15,OL6570.grt,praz,86.8,0.2,0.43
OL#hg#MR1s6#L#praz#6570#16,OL6570.grt,praz,86.8,0.2,0.43
OL#hg#MR1s6#L#praz#6570#17,OL6570.grt,praz,86.8,0.2,0.43
OL#hg#MR1s6#L#praz#6570#18,OL6570.grt,praz,86.8,0.2,0.43
OL#hg#MR1s6#L#praz#6570#19,OL6570.grt,praz,86.8,0.2,0.43
OL#hg#MR1s6#L#praz#6570#20,OL6570.grt,praz,86.8,0.2,0.43
OL#hg#MR1s6#L#praz#6570#21,OL6570.grt,praz,86.8,0.2,0.43
OL#hg#MR1s6#L#praz#6570#22,OL6570.grt,praz,86.8,0.2,0.43
OL#hg#MR1s6#L#praz#6571#23,OL6571.grt,praz,86.8,0.2,0.43
OL#hg#MR1s6#L#praz#6571#24,OL6571.grt,praz,86.8,0.2,0.43
OL#hg#MR1s6#L#praz#6571#25,OL6571.grt,praz,86.8,0.2,0.43
OL#hg#MR1s6#L#praz#6571#26,OL6571.grt,praz,86.8,0.2,0.43
OL#hg#MR1s6#L#praz#6571#27,OL6571.grt,praz,86.8,0.2,0.43
OL#hg#MR1s6#L#praz#6571#28,OL6571.grt,praz,86.8,0.2,0.43
OL#hg#MR1s6#L#praz#6571#29,OL6571.grt,praz,86.8,0.2,0.43
OL#hg#MR1s6#L#praz#6571#30,OL6571.grt,praz,86.8,0.2,0.43
OL#hg#MR1s6#L#praz#6571#31,OL6571.grt,praz,86.8,0.2,0.43
OL#hg#MR1s6#L#praz#6571#32,OL6571.grt,praz,86.8,0.2,0.43
OL#hg#MR1s6#L#praz#6571#33,OL6571.grt,praz,86.8,0.2,0.43
OL#hg#MR1s6#L#praz#6573#34,OL6573.grt,praz,86.8,0.2,0.43
OL#hg#MR1s6#L#praz#6573#35,OL6573.grt,praz,86.8,0.2,0.43
OL#hg#MR1s6#L#praz#6573#36,OL6573.grt,praz,86.8,0.2,0.43
OL#HG#MR1S6#L#rx82#9455#01,OL9455.grt,rx82,51.2,2.8,1.37
OL#HG#MR1S6#L#rx82#9455#02,OL9455.grt,rx82,51.2,2.8,1.37
OL#HG#MR1S6#L#rx82#9455#03,OL9455.grt,rx82,51.2,2.8,1.37
OL#HG#MR1S6#L#rx82#9455#04,OL9455.grt,rx82,51.2,2.8,1.37
OL#HG#MR1S6#L#rx82#9455#05,OL9455.grt,rx82,51.2,2.8,1.37
OL#HG#MR1S6#L#rx82#9455#06,OL9455.grt,rx82,51.2,2.8,1.37
OL#HG#MR1S6#L#rx82#9455#07,OL9455.grt,rx82,51.2,2.8,1.37
OL#HG#MR1S6#L#rx82#9455#08,OL9455.grt,rx82,51.2,2.8,1.37
OL#HG#MR1S6#L#rx82#9455#09,OL9455.grt,rx82,51.2,2.8,1.37
OL#HG#MR1S6#L#rx82#9455#10,OL9455.grt,rx82,51.2,2.8,1.37
OL#HG#MR1S6#L#rx82#9455#11,OL9455.grt,rx82,51.2,2.8,1.37
OL#HG#MR1S6#L#rx82#9455#12,OL9455.grt,rx82,51.2,2.8,1.37
OL#HG#MR1S6#L#rx82#9455#13,OL9455.grt,rx82,51.2,2.8,1.37
OL#HG#MR1S6#L#rx82#9455#14,OL9455.grt,rx82,51.2,2.8,1.37
OL#HG#MR1S6#L#rx82#9455#15,OL9455.grt,rx82,51.2,2.8,1.37
OL#HG#MR1S6#L#rx82#9455#16,OL9455.grt,rx82,51.2,2.8,1.37
OL#HG#MR1S6#L#rx82#9455#17,OL9455.grt,rx82,51.2,2.8,1.37
OL#HG#MR1S6#L#rx82#9455#18,OL9455.grt,rx82,51.2,2.8,1.37
OL#HG#MR1S6#L#rx82#9456#19,OL9456.grt,rx82,51.2,2.8,1.37
OL#HG#MR1S6#L#rx82#9456#20,OL9456.grt,rx82,51.2,2.8,1.37
OL#HG#MR1S6#L#rx82#9456#21,OL9456.grt,rx82,51.2,2.8,1.37
OL#HG#MR1S6#L#rx82#9456#22,OL9456.grt,rx82,51.2,2.8,1.37
OL#HG#MR1S6#L#rx82#9456#23,OL9456.grt,rx82,51.2,2.8,1.37
OL#HG#MR1S6#L#rx82#9456#24,OL9456.grt,rx82,51.2,2.8,1.37
OL#HG#MR1S6#L#rx82#9456#25,OL9456.grt,rx82,51.2,2.8,1.37
OL#HG#MR1S6#L#rx82#9456#26,OL9456.grt,rx82,51.2,2.8,1.37
OL#HG#MR1S6#L#rx82#9456#27,OL9456.grt,rx82,51.2,2.8,1.37
OL#HG#MR1S6#L#rx82#9457#28,OL9457.grt,rx82,51.2,2.8,1.37
OL#HG#MR1S6#L#rx82#9457#29,OL9457.grt,rx82,51.2,2.8,1.37
OL#HG#MR1S6#L#rx82#9457#30,OL9457.grt,rx82,51.2,2.8,1.37
OL#HG#MR1S6#L#rx82#9457#31,OL9457.grt,rx82,51.2,2.8,1.37
OL#HG#MR1S6#L#rx82#9457#32,OL9457.grt,rx82,51.2,2.8,1.37
OL#HG#MR1S6#L#rx82#9457#33,OL9457.grt,rx82,51.2,2.8,1.37
OL#HG#MR1S6#L#rx82#9457#34,OL9457.grt,rx82,51.2,2.8,1.37
OL#HG#MR1S6#L#rx82#9457#35,OL9457.grt,rx82,51.2,2.8,1.37
OL#hg#MR1s6#L#sch2#6578#01,OL6578.grt,sch2,85,0.14,1.54
OL#hg#MR1s6#L#sch2#6578#02,OL6578.grt,sch2,85,0.14,1.54
OL#hg#MR1s6#L#sch2#6578#03,OL6578.grt,sch2,85,0.14,1.54
OL#hg#MR1s6#L#sch2#6578#04,OL6578.grt,sch2,85,0.14,1.54
OL#hg#MR1s6#L#sch2#6578#05,OL6578.grt,sch2,85,0.14,1.54
OL#hg#MR1s6#L#sch2#6578#06,OL6578.grt,sch2,85,0.14,1.54
OL#hg#MR1s6#L#sch2#6578#07,OL6578.grt,sch2,85,0.14,1.54
OL#hg#MR1s6#L#sch2#6578#08,OL6578.grt,sch2,85,0.14,1.54
OL#hg#MR1s6#L#sch2#6578#09,OL6578.grt,sch2,85,0.14,1.54
OL#hg#MR1s6#L#sch2#6578#10,OL6578.grt,sch2,85,0.14,1.54
OL#hg#MR1s6#L#sch2#6578#11,OL6578.grt,sch2,85,0.14,1.54
OL#hg#MR1s6#L#sch2#6578#12,OL6578.grt,sch2,85,0.14,1.54
OL#hg#MR1s6#L#sch2#6578#13,OL6578.grt,sch2,85,0.14,1.54
OL#hg#MR1s6#L#sch2#6578#14,OL6578.grt,sch2,85,0.14,1.54
OL#hg#MR1s6#L#sch2#6578#15,OL6578.grt,sch2,85,0.14,1.54
OL#hg#MR1s6#L#sch2#6578#16,OL6578.grt,sch2,85,0.14,1.54
OL#hg#MR1s6#L#sch2#6578#17,OL6578.grt,sch2,85,0.14,1.54
OL#hg#MR1s6#L#sch2#6578#18,OL6578.grt,sch2,85,0.14,1.54
OL#hg#MR1s6#L#sch2#6579#19,OL6579.grt,sch2,85,0.14,1.54
OL#hg#MR1s6#L#sch2#6579#20,OL6579.grt,sch2,85,0.14,1.54
OL#hg#MR1s6#L#sch2#6579#21,OL6579.grt,sch2,85,0.14,1.54
OL#hg#MR1s6#L#sch2#6579#22,OL6579.grt,sch2,85,0.14,1.54
OL#hg#MR1s6#L#sch2#6579#23,OL6579.grt,sch2,85,0.14,1.54
OL#hg#MR1s6#L#sch2#6579#24,OL6579.grt,sch2,85,0.14,1.54
OL#hg#MR1s6#L#sch2#6579#25,OL6579.grt,sch2,85,0.14,1.54
OL#hg#MR1s6#L#sch2#6579#26,OL6579.grt,sch2,85,0.14,1.54
OL#hg#MR1s6#L#sch2#6579#27,OL6579.grt,sch2,85,0.14,1.54
OL#hg#MR1s6#L#sch2#6579#28,OL6579.grt,sch2,85,0.14,1.54
OL#hg#MR1s6#L#sch2#6579#29,OL6579.grt,sch2,85,0.14,1.54
OL#hg#MR1s6#L#sch2#6579#30,OL6579.grt,sch2,85,0.14,1.54
OL#hg#MR1s6#L#sch2#6580#31,OL6580.grt,sch2,85,0.14,1.54
OL#hg#MR1s6#L#sch2#6580#32,OL6580.grt,sch2,85,0.14,1.54
OL#hg#MR1s6#L#sch2#6580#33,OL6580.grt,sch2,85,0.14,1.54
OL#hg#MR1s6#L#sch2#6580#34,OL6580.grt,sch2,85,0.14,1.54
OL#hg#MR1s6#L#sch2#6580#35,OL6580.grt,sch2,85,0.14,1.54
OL#hg#MR1s6#L#sch2#6580#36,OL6580.grt,sch2,85,0.14,1.54
OL#hg#MR1s6#L#sr95#6600#01,OL6600.grt,sr95,55.3,6,2.63
OL#hg#MR1s6#L#sr95#6600#02,OL6600.grt,sr95,55.3,6,2.63
OL#hg#MR1s6#L#sr95#6600#03,OL6600.grt,sr95,55.3,6,2.63
OL#hg#MR1s6#L#sr95#6600#04,OL6600.grt,sr95,55.3,6,2.63
OL#hg#MR1s6#L#sr95#6600#05,OL6600.grt,sr95,55.3,6,2.63
OL#hg#MR1s6#L#sr95#6600#06,OL6600.grt,sr95,55.3,6,2.63
OL#hg#MR1s6#L#sr95#6600#07,OL6600.grt,sr95,55.3,6,2.63
OL#hg#MR1s6#L#sr95#6600#08,OL6600.grt,sr95,55.3,6,2.63
OL#hg#MR1s6#L#sr95#6600#09,OL6600.grt,sr95,55.3,6,2.63
OL#hg#MR1s6#L#sr95#6600#10,OL6600.grt,sr95,55.3,6,2.63
OL#hg#MR1s6#L#sr95#6600#11,OL6600.grt,sr95,55.3,6,2.63
OL#hg#MR1s6#L#sr95#6600#12,OL6600.grt,sr95,55.3,6,2.63
OL#hg#MR1s6#L#sr95#6600#13,OL6600.grt,sr95,55.3,6,2.63
OL#hg#MR1s6#L#sr95#6600#14,OL6600.grt,sr95,55.3,6,2.63
OL#hg#MR1s6#L#sr95#6600#15,OL6600.grt,sr95,55.3,6,2.63
OL#hg#MR1s6#L#sr95#6600#16,OL6600.grt,sr95,55.3,6,2.63
OL#hg#MR1s6#L#sr95#6600#17,OL6600.grt,sr95,55.3,6,2.63
OL#hg#MR1s6#L#sr95#6600#18,OL6600.grt,sr95,55.3,6,2.63
OL#hg#MR1s6#L#sr95#6600#19,OL6600.grt,sr95,55.3,6,2.63
OL#hg#MR1s6#L#sr95#6600#20,OL6600.grt,sr95,55.3,6,2.63
OL#hg#MR1s6#L#sr95#6600#21,OL6600.grt,sr95,55.3,6,2.63
OL#hg#MR1s6#L#sr95#6600#22,OL6600.grt,sr95,55.3,6,2.63
OL#hg#MR1s6#L#sr95#6600#23,OL6600.grt,sr95,55.3,6,2.63
OL#hg#MR1s6#L#sr95#6600#24,OL6600.grt,sr95,55.3,6,2.63
OL#hg#MR1s6#L#sr95#6600#25,OL6600.grt,sr95,55.3,6,2.63
OL#hg#MR1s6#L#sr95#6601#26,OL6601.grt,sr95,55.3,6,2.63
OL#hg#MR1s6#L#sr95#6601#27,OL6601.grt,sr95,55.3,6,2.63
OL#hg#MR1s6#L#sr95#6601#28,OL6601.grt,sr95,55.3,6,2.63
OL#hg#MR1s6#L#sr95#6601#29,OL6601.grt,sr95,55.3,6,2.63
OL#hg#MR1s6#L#sr95#6601#30,OL6601.grt,sr95,55.3,6,2.63
OL#hg#MR1s6#L#sr95#6601#31,OL6601.grt,sr95,55.3,6,2.63
OL#hg#MR1s6#L#sr95#6601#32,OL6601.grt,sr95,55.3,6,2.63
OL#hg#MR1s6#L#sr95#6601#33,OL6601.grt,sr95,55.3,6,2.63
OL#hg#MR1s6#L#sr95#6601#34,OL6601.grt,sr95,55.3,6,2.63
OL#hg#MR1s6#L#sr95#6601#35,OL6601.grt,sr95,55.3,6,2.63
OL#hg#MR1s6#L#sr95#6601#36,OL6601.grt,sr95,55.3,6,2.63
OL#hg#MR1s6#L#uk14#6580#01,OL6580.grt,uk14,85,1.4,0.71
OL#hg#MR1s6#L#uk14#6580#02,OL6580.grt,uk14,85,1.4,0.71
OL#hg#MR1s6#L#uk14#6580#03,OL6580.grt,uk14,85,1.4,0.71
OL#hg#MR1s6#L#uk14#6580#04,OL6580.grt,uk14,85,1.4,0.71
OL#hg#MR1s6#L#uk14#6580#05,OL6580.grt,uk14,85,1.4,0.71
OL#hg#MR1s6#L#uk14#6580#06,OL6580.grt,uk14,85,1.4,0.71
OL#hg#MR1s6#L#uk14#6580#07,OL6580.grt,uk14,85,1.4,0.71
OL#hg#MR1s6#L#uk14#6580#08,OL6580.grt,uk14,85,1.4,0.71
OL#hg#MR1s6#L#uk14#6580#09,OL6580.grt,uk14,85,1.4,0.71
OL#hg#MR1s6#L#uk14#6580#10,OL6580.grt,uk14,85,1.4,0.71
OL#hg#MR1s6#L#uk14#6581#11,OL6581.grt,uk14,85,1.4,0.71
OL#hg#MR1s6#L#uk14#6581#12,OL6581.grt,uk14,85,1.4,0.71
OL#hg#MR1s6#L#uk14#6581#13,OL6581.grt,uk14,85,1.4,0.71
OL#hg#MR1s6#L#uk14#6581#14,OL6581.grt,uk14,85,1.4,0.71
OL#hg#MR1s6#L#uk14#6581#15,OL6581.grt,uk14,85,1.4,0.71
OL#hg#MR1s6#L#uk14#6581#16,OL6581.grt,uk14,85,1.4,0.71
OL#hg#MR1s6#L#uk14#6581#17,OL6581.grt,uk14,85,1.4,0.71
