,fn,slab_order,mri,slab,hemisphere,ligand,sheet,repeat,global_order
897,RF#hg#MR1s5#R#cgp5#96284#19,240,MR1,5,R,cgp5,96284,19,4964
899,RF#hg#MR1s5#R#flum#6287#19,238,MR1,5,R,flum,6287,19,4962
902,RF#hg#MR1s5#R#oxot#6235#19,235,MR1,5,R,oxot,6235,19,4959
903,RF#hg#MR1s5#R#damp#96292#19,234,MR1,5,R,damp,96292,19,4958
905,RF#hg#MR1s5#R#epib#6263#19,232,MR1,5,R,epib,6263,19,4956
906,RF#hg#MR1s5#R#praz#6247#19,231,MR1,5,R,praz,6247,19,4955
907,RF#hg#MR1s5#R#uk14#6251#19,230,MR1,5,R,uk14,6251,19,4954
909,RF#hg#MR1s5#R#dpat#6239#19,228,MR1,5,R,dpat,6239,19,4952
910,RF#hg#MR1s5#R#sr95#6303#19,227,MR1,5,R,sr95,6303,19,4951
912,RF#hg#MR1s5#R#sch2#6259#19,225,MR1,5,R,sch2,6259,19,4949
913,RF#hg#MR1s5#R#rx82#6255#19,224,MR1,5,R,rx82,6255,19,4948
914,RF#hg#MR1s5#R#afdx#96296#19,223,MR1,5,R,afdx,96296,19,4947
915,RF#hg#MR1s5#R#dpog#6275#19,222,MR1,5,R,dpog,6275,19,4946
917,RF#hg#MR1s5#R#dpmg#6280#19,220,MR1,5,R,dpmg,6280,19,4944
919,RF#hg#MR1s5#R#ly34#6299#19,218,MR1,5,R,ly34,6299,19,4942
920,RF#hg#MR1s5#R#cpog#96268#19,217,MR1,5,R,cpog,96268,19,4941
922,RF#hg#MR1s5#R#cpmg#96272#19,215,MR1,5,R,cpmg,96272,19,4939
923,RF#hg#MR1s5#R#keta#6244#19,214,MR1,5,R,keta,6244,19,4938
929,RF#HG#MR1S5#R#pire#9531#19,208,MR1,5,R,pire,9531,19,4932
937,RF#hg#MR1s5#R#ampa#86216#20,200,MR1,5,R,ampa,86216,20,4924
938,RF#hg#MR1s5#R#ampa#86216#UB,199,MR1,5,R,ampa,86216,UB,4923
939,RF#hg#MR1s5#R#kain#96220#20,198,MR1,5,R,kain,96220,20,4922
940,RF#hg#MR1s5#R#kain#96220#ub,197,MR1,5,R,kain,96220,ub,4921
941,RF#hg#MR1s5#R#mk80#96224#20,196,MR1,5,R,mk80,96224,20,4920
942,RF#hg#MR1s5#R#mk80ub#86224#20,195,MR1,5,R,mk80ub,86224,20,4919
943,RF#hg#MR1s5#R#musc#6228#20,194,MR1,5,R,musc,6228,20,4918
945,RF#hg#MR1s5#R#cgp5#96284#20,192,MR1,5,R,cgp5,96284,20,4916
946,RF#hg#MR1s5#R#cgp5#86284#ub,191,MR1,5,R,cgp5,86284,ub,4915
947,RF#hg#MR1s5#R#flum#6288#20,190,MR1,5,R,flum,6288,20,4914
952,RF#hg#MR1s5#R#oxot#6236#20,185,MR1,5,R,oxot,6236,20,4909
954,RF#hg#MR1s5#R#damp#96292#20,183,MR1,5,R,damp,96292,20,4907
955,RF#hg#MR1s5#R#dampub#86292#20,182,MR1,5,R,dampub,86292,20,4906
957,RF#hg#MR1s5#R#epib#6264#20,180,MR1,5,R,epib,6264,20,4904
960,RF#hg#MR1s5#R#praz#6248#20,177,MR1,5,R,praz,6248,20,4901
961,RF#hg#MR1s5#R#prazub#6248#20,176,MR1,5,R,prazub,6248,20,4900
962,RF#hg#MR1s5#R#uk14#6252#20,175,MR1,5,R,uk14,6252,20,4899
965,RF#hg#MR1s5#R#dpat#6240#20,172,MR1,5,R,dpat,6240,20,4896
966,RF#hg#MR1s5#R#dpatub#6240#20,171,MR1,5,R,dpatub,6240,20,4895
967,RF#hg#MR1s5#R#sr95#6304#20,170,MR1,5,R,sr95,6304,20,4894
974,RF#hg#MR1s5#R#sr95ub#6304#20,163,MR1,5,R,sr95ub,6304,20,4887
976,RF#hg#MR1s5#R#sch2#6260#20,161,MR1,5,R,sch2,6260,20,4885
978,RF#hg#MR1s5#R#sch2ub#6260#20,159,MR1,5,R,sch2ub,6260,20,4883
979,RF#hg#MR1s5#R#rx82#6256#20,158,MR1,5,R,rx82,6256,20,4882
981,RF#hg#MR1s5#R#afdx#96296#20,156,MR1,5,R,afdx,96296,20,4880
983,RF#hg#MR1s5#R#dpog#6276#20,154,MR1,5,R,dpog,6276,20,4878
985,RF#hg#MR1s5#R#dpogub#6276#20,152,MR1,5,R,dpogub,6276,20,4876
990,RF#hg#MR1s5#R#dpmg#6280#20,147,MR1,5,R,dpmg,6280,20,4871
991,RF#hg#MR1s5#R#dpmg#6280#ub,146,MR1,5,R,dpmg,6280,ub,4870
993,RF#hg#MR1s5#R#ly34#6300#20,144,MR1,5,R,ly34,6300,20,4868
995,RF#hg#MR1s5#R#cpog#86268#20,142,MR1,5,R,cpog,86268,20,4866
996,RF#hg#MR1s5#R#cpog#86268#UB,141,MR1,5,R,cpog,86268,UB,4865
998,RF#hg#MR1s5#R#cpmg#96272#20,139,MR1,5,R,cpmg,96272,20,4863
999,RF#hg#MR1s5#R#cpmgub#86272#20,138,MR1,5,R,cpmgub,86272,20,4862
1000,RF#hg#MR1s5#R#keta#6244#20,137,MR1,5,R,keta,6244,20,4861
1001,RF#hg#MR1s5#R#keta#6244#ub,136,MR1,5,R,keta,6244,ub,4860
1011,RF#HG#MR1S5#R#pire#9531#20,126,MR1,5,R,pire,9531,20,4850
1012,RF#HG#MR1S5#R#pire#9532#UB,125,MR1,5,R,pire,9532,UB,4849
1029,RF#hg#MR1s5#R#ampa#86216#21,108,MR1,5,R,ampa,86216,21,4832
1031,RF#hg#MR1s5#R#kain#86220#21,106,MR1,5,R,kain,86220,21,4830
1032,RF#hg#MR1s5#R#mk80#86224#21,105,MR1,5,R,mk80,86224,21,4829
1033,RF#hg#MR1s5#R#musc#6228#21,104,MR1,5,R,musc,6228,21,4828
1034,RF#hg#MR1s5#R#cgp5#86284#21,103,MR1,5,R,cgp5,86284,21,4827
1035,RF#hg#MR1s5#R#flum#6288#21,102,MR1,5,R,flum,6288,21,4826
1038,RF#hg#MR1s5#R#oxot#6236#21,99,MR1,5,R,oxot,6236,21,4823
1039,RF#hg#MR1s5#R#damp#86292#21,98,MR1,5,R,damp,86292,21,4822
1042,RF#hg#MR1s5#R#epib#6264#21,95,MR1,5,R,epib,6264,21,4819
1043,RF#hg#MR1s5#R#praz#6248#21,94,MR1,5,R,praz,6248,21,4818
1044,RF#hg#MR1s5#R#uk14#6252#21,93,MR1,5,R,uk14,6252,21,4817
1046,RF#hg#MR1s5#R#dpat#6240#21,91,MR1,5,R,dpat,6240,21,4815
1047,RF#hg#MR1s5#R#sr95#6304#21,90,MR1,5,R,sr95,6304,21,4814
1052,RF#hg#MR1s5#R#sch2#6260#21,85,MR1,5,R,sch2,6260,21,4809
1053,RF#hg#MR1s5#R#rx82#6256#21,84,MR1,5,R,rx82,6256,21,4808
1054,RF#hg#MR1s5#R#afdx#86296#21,83,MR1,5,R,afdx,86296,21,4807
1055,RF#hg#MR1s5#R#dpog#6276#21,82,MR1,5,R,dpog,6276,21,4806
1057,RF#hg#MR1s5#R#dpmg#6280#21,80,MR1,5,R,dpmg,6280,21,4804
1059,RF#hg#MR1s5#R#ly34#6300#21,78,MR1,5,R,ly34,6300,21,4802
1060,RF#hg#MR1s5#R#cpog#86268#21,77,MR1,5,R,cpog,86268,21,4801
1061,RF#hg#MR1s5#R#cpmg#86272#21,76,MR1,5,R,cpmg,86272,21,4800
1062,RF#hg#MR1s5#R#keta#6244#21,75,MR1,5,R,keta,6244,21,4799
1066,RF#HG#MR1S5#R#pire#9532#21,71,MR1,5,R,pire,9532,21,4795
1084,RF#hg#MR1s5#R#ampa#86216#22,53,MR1,5,R,ampa,86216,22,4777
1086,RF#hg#MR1s5#R#kain#86220#22,51,MR1,5,R,kain,86220,22,4775
1088,RF#hg#MR1s5#R#mk80#86224#22,49,MR1,5,R,mk80,86224,22,4773
1089,RF#hg#MR1s5#R#musc#6228#22,48,MR1,5,R,musc,6228,22,4772
1090,RF#hg#MR1s5#R#cgp5#86284#22,47,MR1,5,R,cgp5,86284,22,4771
1091,RF#hg#MR1s5#R#flum#6288#22,46,MR1,5,R,flum,6288,22,4770
1094,RF#hg#MR1s5#R#oxot#6236#22,43,MR1,5,R,oxot,6236,22,4767
1095,RF#hg#MR1s5#R#damp#86292#22,42,MR1,5,R,damp,86292,22,4766
1098,RF#hg#MR1s5#R#epib#6264#22,39,MR1,5,R,epib,6264,22,4763
1099,RF#hg#MR1s5#R#praz#6248#22,38,MR1,5,R,praz,6248,22,4762
1100,RF#hg#MR1s5#R#uk14#6252#22,37,MR1,5,R,uk14,6252,22,4761
1106,RF#hg#MR1s5#R#dpat#6240#22,31,MR1,5,R,dpat,6240,22,4755
1107,RF#hg#MR1s5#R#sr95#6304#22,30,MR1,5,R,sr95,6304,22,4754
1112,RF#hg#MR1s5#R#sch2#6260#22,25,MR1,5,R,sch2,6260,22,4749
1115,RF#hg#MR1s5#R#rx82#6256#22,22,MR1,5,R,rx82,6256,22,4746
1116,RF#hg#MR1s5#R#afdx#86296#22,21,MR1,5,R,afdx,86296,22,4745
1117,RF#hg#MR1s5#R#dpog#6276#22,20,MR1,5,R,dpog,6276,22,4744
1119,RF#hg#MR1s5#R#dpmg#6280#22,18,MR1,5,R,dpmg,6280,22,4742
1125,RF#hg#MR1s5#R#ly34#6300#22,12,MR1,5,R,ly34,6300,22,4736
1126,RF#hg#MR1s5#R#cpog#86268#22,11,MR1,5,R,cpog,86268,22,4735
1128,RF#hg#MR1s5#R#cpmg#86272#22,9,MR1,5,R,cpmg,86272,22,4733
1132,RF#hg#MR1s5#R#keta#6244#22,5,MR1,5,R,keta,6244,22,4729
1133,RF#hg#MR1s5#R#keta#6241#01,4,MR1,5,R,keta,6241,01,4728
0,RG#hg#MR1s6#R#ampa#5679#01,1533,MR1,6,R,ampa,5679,01,7394
1,RG#hg#MR1s6#R#kain#5681#01,1532,MR1,6,R,kain,5681,01,7393
2,RG#hg#MR1s6#R#mk80#5683#01,1531,MR1,6,R,mk80,5683,01,7392
5,RG#hg#MR1s6#R#musc#5685#01,1528,MR1,6,R,musc,5685,01,7389
6,RG#hg#MR1s6#R#cgp5#5713#01,1527,MR1,6,R,cgp5,5713,01,7388
7,RG#HG#MR1S6#R#flum#5715#01,1526,MR1,6,R,flum,5715,01,7387
18,RG#hg#MR1s6#R#oxot#5689#01,1515,MR1,6,R,oxot,5689,01,7376
19,RG#hg#MR1s6#R#damp#5717#01,1514,MR1,6,R,damp,5717,01,7375
22,RG#hg#MR1s6#R#epib#5703#01,1511,MR1,6,R,epib,5703,01,7372
24,RG#hg#MR1s6#R#praz#5695#01,1509,MR1,6,R,praz,5695,01,7370
25,RG#hg#MR1s6#R#uk14#5697#01,1508,MR1,6,R,uk14,5697,01,7369
26,RG#HG#MR1S6#R#pire#9533#01,1507,MR1,6,R,pire,9533,01,7368
27,RG#hg#MR1s6#R#dpat#5691#01,1506,MR1,6,R,dpat,5691,01,7367
28,RG#hg#MR1s6#R#sr95#5723#01,1505,MR1,6,R,sr95,5723,01,7366
31,RG#hg#MR1s6#R#sch2#5701#01,1502,MR1,6,R,sch2,5701,01,7363
32,RG#hg#MR1s6#R#rx82#5699#01,1501,MR1,6,R,rx82,5699,01,7362
33,RG#hg#MR1s6#R#afdx#5719#01,1500,MR1,6,R,afdx,5719,01,7361
34,RG#hg#MR1s6#R#dpog#5709#01,1499,MR1,6,R,dpog,5709,01,7360
39,RG#HG#MR1s6#R#dpmg#5711#01,1494,MR1,6,R,dpmg,5711,01,7355
42,RG#hg#MR1s6#R#ly34#5721#01,1491,MR1,6,R,ly34,5721,01,7352
43,RG#hg#MR1s6#R#cpog#5705#01,1490,MR1,6,R,cpog,5705,01,7351
49,RG#hg#MR1s6#R#cpmg#5707#01,1484,MR1,6,R,cpmg,5707,01,7345
60,RG#hg#MR1s6#R#keta#5693#01,1473,MR1,6,R,keta,5693,01,7334
73,RG#hg#MR1s6#R#ampa#5679#02,1460,MR1,6,R,ampa,5679,02,7321
75,RG#hg#MR1s6#R#kain#5681#02,1458,MR1,6,R,kain,5681,02,7319
80,RG#hg#MR1s6#R#mk80#5683#02,1453,MR1,6,R,mk80,5683,02,7314
81,RG#hg#MR1s6#R#musc#5685#02,1452,MR1,6,R,musc,5685,02,7313
82,RG#hg#MR1s6#R#cgp5#5713#02,1451,MR1,6,R,cgp5,5713,02,7312
83,RG#HG#MR1S6#R#flum#5715#02,1450,MR1,6,R,flum,5715,02,7311
86,RG#hg#MR1s6#R#oxot#5689#02,1447,MR1,6,R,oxot,5689,02,7308
87,RG#hg#MR1s6#R#damp#5717#02,1446,MR1,6,R,damp,5717,02,7307
91,RG#hg#MR1s6#R#epib#5703#02,1442,MR1,6,R,epib,5703,02,7303
92,RG#hg#MR1s6#R#praz#5695#02,1441,MR1,6,R,praz,5695,02,7302
93,RG#hg#MR1s6#R#uk14#5697#02,1440,MR1,6,R,uk14,5697,02,7301
95,RG#HG#MR1S6#R#pire#9533#02,1438,MR1,6,R,pire,9533,02,7299
97,RG#hg#MR1s6#R#dpat#5691#02,1436,MR1,6,R,dpat,5691,02,7297
98,RG#hg#MR1s6#R#sr95#5723#02,1435,MR1,6,R,sr95,5723,02,7296
100,RG#hg#MR1s6#R#sch2#5701#02,1433,MR1,6,R,sch2,5701,02,7294
101,RG#hg#MR1s6#R#rx82#5699#02,1432,MR1,6,R,rx82,5699,02,7293
103,RG#hg#MR1s6#R#afdx#5719#02,1430,MR1,6,R,afdx,5719,02,7291
104,RG#hg#MR1s6#R#dpog#5709#02,1429,MR1,6,R,dpog,5709,02,7290
106,RG#HG#MR1s6#R#dpmg#5711#02,1427,MR1,6,R,dpmg,5711,02,7288
112,RG#hg#MR1s6#R#ly34#5721#02,1421,MR1,6,R,ly34,5721,02,7282
113,RG#hg#MR1s6#R#cpog#5705#02,1420,MR1,6,R,cpog,5705,02,7281
114,RG#hg#MR1s6#R#cpmg#5707#02,1419,MR1,6,R,cpmg,5707,02,7280
115,RG#hg#MR1s6#R#keta#5693#02,1418,MR1,6,R,keta,5693,02,7279
132,RG#hg#MR1s6#R#ampa#5679#03,1401,MR1,6,R,ampa,5679,03,7262
134,RG#hg#MR1s6#R#kain#5681#03,1399,MR1,6,R,kain,5681,03,7260
135,RG#hg#MR1s6#R#mk80#5683#03,1398,MR1,6,R,mk80,5683,03,7259
137,RG#hg#MR1s6#R#musc#5685#03,1396,MR1,6,R,musc,5685,03,7257
138,RG#hg#MR1s6#R#cgp5#5713#03,1395,MR1,6,R,cgp5,5713,03,7256
139,RG#HG#MR1S6#R#flum#5715#03,1394,MR1,6,R,flum,5715,03,7255
142,RG#hg#MR1s6#R#oxot#5689#03,1391,MR1,6,R,oxot,5689,03,7252
143,RG#hg#MR1s6#R#damp#5717#03,1390,MR1,6,R,damp,5717,03,7251
145,RG#hg#MR1s6#R#epib#5703#03,1388,MR1,6,R,epib,5703,03,7249
147,RG#hg#MR1s6#R#praz#5695#03,1386,MR1,6,R,praz,5695,03,7247
148,RG#hg#MR1s6#R#uk14#5697#03,1385,MR1,6,R,uk14,5697,03,7246
149,RG#HG#MR1S6#R#pire#9533#03,1384,MR1,6,R,pire,9533,03,7245
150,RG#hg#MR1s6#R#dpat#5691#03,1383,MR1,6,R,dpat,5691,03,7244
151,RG#hg#MR1s6#R#sr95#5723#03,1382,MR1,6,R,sr95,5723,03,7243
153,RG#hg#MR1s6#R#sch2#5701#03,1380,MR1,6,R,sch2,5701,03,7241
155,RG#hg#MR1s6#R#rx82#5699#03,1378,MR1,6,R,rx82,5699,03,7239
156,RG#hg#MR1s6#R#afdx#5719#03,1377,MR1,6,R,afdx,5719,03,7238
158,RG#hg#MR1s6#R#dpog#5709#03,1375,MR1,6,R,dpog,5709,03,7236
160,RG#HG#MR1s6#R#dpmg#5711#03,1373,MR1,6,R,dpmg,5711,03,7234
163,RG#hg#MR1s6#R#ly34#5721#03,1370,MR1,6,R,ly34,5721,03,7231
164,RG#hg#MR1s6#R#cpog#5705#03,1369,MR1,6,R,cpog,5705,03,7230
165,RG#hg#MR1s6#R#cpmg#5707#03,1368,MR1,6,R,cpmg,5707,03,7229
167,RG#hg#MR1s6#R#keta#5693#03,1366,MR1,6,R,keta,5693,03,7227
180,RG#hg#MR1s6#R#ampa#5679#04,1353,MR1,6,R,ampa,5679,04,7214
181,RG#hg#MR1s6#R#kain#5681#04,1352,MR1,6,R,kain,5681,04,7213
182,RG#hg#MR1s6#R#mk80#5683#04,1351,MR1,6,R,mk80,5683,04,7212
183,RG#hg#MR1s6#R#musc#5685#04,1350,MR1,6,R,musc,5685,04,7211
184,RG#hg#MR1s6#R#cgp5#5713#04,1349,MR1,6,R,cgp5,5713,04,7210
185,RG#HG#MR1S6#R#flum#5715#04,1348,MR1,6,R,flum,5715,04,7209
189,RG#hg#MR1s6#R#oxot#5689#04,1344,MR1,6,R,oxot,5689,04,7205
190,RG#hg#MR1s6#R#damp#5717#04,1343,MR1,6,R,damp,5717,04,7204
193,RG#hg#MR1s6#R#epib#5703#04,1340,MR1,6,R,epib,5703,04,7201
194,RG#hg#MR1s6#R#praz#5695#04,1339,MR1,6,R,praz,5695,04,7200
195,RG#hg#MR1s6#R#uk14#5697#04,1338,MR1,6,R,uk14,5697,04,7199
196,RG#HG#MR1S6#R#pire#9533#04,1337,MR1,6,R,pire,9533,04,7198
197,RG#hg#MR1s6#R#dpat#5691#04,1336,MR1,6,R,dpat,5691,04,7197
198,RG#hg#MR1s6#R#sr95#5723#04,1335,MR1,6,R,sr95,5723,04,7196
206,RG#hg#MR1s6#R#sch2#5701#04,1327,MR1,6,R,sch2,5701,04,7188
208,RG#hg#MR1s6#R#rx82#5699#04,1325,MR1,6,R,rx82,5699,04,7186
209,RG#hg#MR1s6#R#afdx#5719#04,1324,MR1,6,R,afdx,5719,04,7185
210,RG#hg#MR1s6#R#dpog#5709#04,1323,MR1,6,R,dpog,5709,04,7184
212,RG#HG#MR1s6#R#dpmg#5711#04,1321,MR1,6,R,dpmg,5711,04,7182
214,RG#hg#MR1s6#R#ly34#5721#04,1319,MR1,6,R,ly34,5721,04,7180
215,RG#hg#MR1s6#R#cpog#5705#04,1318,MR1,6,R,cpog,5705,04,7179
216,RG#hg#MR1s6#R#cpmg#5707#04,1317,MR1,6,R,cpmg,5707,04,7178
218,RG#hg#MR1s6#R#keta#5693#04,1315,MR1,6,R,keta,5693,04,7176
229,RG#hg#MR1s6#R#ampa#5679#05,1304,MR1,6,R,ampa,5679,05,7165
230,RG#hg#MR1s6#R#kain#5681#05,1303,MR1,6,R,kain,5681,05,7164
231,RG#hg#MR1s6#R#mk80#5683#05,1302,MR1,6,R,mk80,5683,05,7163
232,RG#hg#MR1s6#R#musc#5685#05,1301,MR1,6,R,musc,5685,05,7162
233,RG#hg#MR1s6#R#cgp5#5713#05,1300,MR1,6,R,cgp5,5713,05,7161
234,RG#HG#MR1S6#R#flum#5715#05,1299,MR1,6,R,flum,5715,05,7160
237,RG#hg#MR1s6#R#oxot#5689#05,1296,MR1,6,R,oxot,5689,05,7157
238,RG#hg#MR1s6#R#damp#5717#05,1295,MR1,6,R,damp,5717,05,7156
240,RG#hg#MR1s6#R#epib#5703#05,1293,MR1,6,R,epib,5703,05,7154
241,RG#hg#MR1s6#R#praz#5695#05,1292,MR1,6,R,praz,5695,05,7153
242,RG#hg#MR1s6#R#uk14#5697#05,1291,MR1,6,R,uk14,5697,05,7152
251,RG#HG#MR1S6#R#pire#9533#05,1282,MR1,6,R,pire,9533,05,7143
252,RG#hg#MR1s6#R#dpat#5691#05,1281,MR1,6,R,dpat,5691,05,7142
253,RG#hg#MR1s6#R#sr95#5723#05,1280,MR1,6,R,sr95,5723,05,7141
255,RG#hg#MR1s6#R#sch2#5701#05,1278,MR1,6,R,sch2,5701,05,7139
256,RG#hg#MR1s6#R#rx82#5699#05,1277,MR1,6,R,rx82,5699,05,7138
257,RG#hg#MR1s6#R#afdx#5719#05,1276,MR1,6,R,afdx,5719,05,7137
258,RG#hg#MR1s6#R#dpog#5709#05,1275,MR1,6,R,dpog,5709,05,7136
262,RG#HG#MR1s6#R#dpmg#5711#05,1271,MR1,6,R,dpmg,5711,05,7132
265,RG#hg#MR1s6#R#ly34#5721#05,1268,MR1,6,R,ly34,5721,05,7129
266,RG#hg#MR1s6#R#cpog#5705#05,1267,MR1,6,R,cpog,5705,05,7128
268,RG#hg#MR1s6#R#cpmg#5707#05,1265,MR1,6,R,cpmg,5707,05,7126
269,RG#hg#MR1s6#R#keta#5693#05,1264,MR1,6,R,keta,5693,05,7125
291,RG#hg#MR1s6#R#ampa#5679#06,1242,MR1,6,R,ampa,5679,06,7103
292,RG#hg#MR1s6#R#kain#5681#06,1241,MR1,6,R,kain,5681,06,7102
293,RG#hg#MR1s6#R#mk80#5683#06,1240,MR1,6,R,mk80,5683,06,7101
294,RG#hg#MR1s6#R#musc#5685#06,1239,MR1,6,R,musc,5685,06,7100
295,RG#hg#MR1s6#R#cgp5#5713#06,1238,MR1,6,R,cgp5,5713,06,7099
296,RG#HG#MR1S6#R#flum#5715#06,1237,MR1,6,R,flum,5715,06,7098
299,RG#hg#MR1s6#R#oxot#5689#06,1234,MR1,6,R,oxot,5689,06,7095
300,RG#hg#MR1s6#R#damp#5717#06,1233,MR1,6,R,damp,5717,06,7094
302,RG#hg#MR1s6#R#epib#5703#06,1231,MR1,6,R,epib,5703,06,7092
303,RG#hg#MR1s6#R#praz#5695#06,1230,MR1,6,R,praz,5695,06,7091
304,RG#hg#MR1s6#R#uk14#5697#06,1229,MR1,6,R,uk14,5697,06,7090
305,RG#HG#MR1S6#R#pire#9533#06,1228,MR1,6,R,pire,9533,06,7089
306,RG#hg#MR1s6#R#dpat#5691#06,1227,MR1,6,R,dpat,5691,06,7088
307,RG#hg#MR1s6#R#sr95#5723#06,1226,MR1,6,R,sr95,5723,06,7087
309,RG#hg#MR1s6#R#sch2#5701#06,1224,MR1,6,R,sch2,5701,06,7085
310,RG#hg#MR1s6#R#rx82#5699#06,1223,MR1,6,R,rx82,5699,06,7084
311,RG#hg#MR1s6#R#afdx#5719#06,1222,MR1,6,R,afdx,5719,06,7083
312,RG#hg#MR1s6#R#dpog#5709#06,1221,MR1,6,R,dpog,5709,06,7082
315,RG#HG#MR1s6#R#dpmg#5711#06,1218,MR1,6,R,dpmg,5711,06,7079
316,RG#hg#MR1s6#R#ly34#5721#06,1217,MR1,6,R,ly34,5721,06,7078
317,RG#hg#MR1s6#R#cpog#5705#06,1216,MR1,6,R,cpog,5705,06,7077
318,RG#hg#MR1s6#R#cpmg#5707#06,1215,MR1,6,R,cpmg,5707,06,7076
319,RG#hg#MR1s6#R#keta#5693#06,1214,MR1,6,R,keta,5693,06,7075
332,RG#hg#MR1s6#R#ampa#5679#07,1201,MR1,6,R,ampa,5679,07,7062
333,RG#hg#MR1s6#R#kain#5681#07,1200,MR1,6,R,kain,5681,07,7061
334,RG#hg#MR1s6#R#mk80#5683#07,1199,MR1,6,R,mk80,5683,07,7060
335,RG#hg#MR1s6#R#musc#5685#07,1198,MR1,6,R,musc,5685,07,7059
336,RG#hg#MR1s6#R#cgp5#5713#07,1197,MR1,6,R,cgp5,5713,07,7058
337,RG#HG#MR1S6#R#flum#5715#07,1196,MR1,6,R,flum,5715,07,7057
340,RG#hg#MR1s6#R#oxot#5689#07,1193,MR1,6,R,oxot,5689,07,7054
341,RG#hg#MR1s6#R#damp#5717#07,1192,MR1,6,R,damp,5717,07,7053
344,RG#hg#MR1s6#R#epib#5703#07,1189,MR1,6,R,epib,5703,07,7050
345,RG#hg#MR1s6#R#praz#5695#07,1188,MR1,6,R,praz,5695,07,7049
346,RG#hg#MR1s6#R#uk14#5697#07,1187,MR1,6,R,uk14,5697,07,7048
347,RG#HG#MR1S6#R#pire#9533#07,1186,MR1,6,R,pire,9533,07,7047
348,RG#hg#MR1s6#R#dpat#5691#07,1185,MR1,6,R,dpat,5691,07,7046
350,RG#hg#MR1s6#R#sr95#5723#07,1183,MR1,6,R,sr95,5723,07,7044
352,RG#hg#MR1s6#R#sch2#5701#07,1181,MR1,6,R,sch2,5701,07,7042
353,RG#hg#MR1s6#R#rx82#5699#07,1180,MR1,6,R,rx82,5699,07,7041
354,RG#hg#MR1s6#R#afdx#5719#07,1179,MR1,6,R,afdx,5719,07,7040
355,RG#hg#MR1s6#R#dpog#5709#07,1178,MR1,6,R,dpog,5709,07,7039
357,RG#HG#MR1s6#R#dpmg#5711#07,1176,MR1,6,R,dpmg,5711,07,7037
359,RG#hg#MR1s6#R#ly34#5721#07,1174,MR1,6,R,ly34,5721,07,7035
360,RG#hg#MR1s6#R#cpog#5705#07,1173,MR1,6,R,cpog,5705,07,7034
361,RG#hg#MR1s6#R#cpmg#5707#07,1172,MR1,6,R,cpmg,5707,07,7033
362,RG#hg#MR1s6#R#keta#5693#07,1171,MR1,6,R,keta,5693,07,7032
373,RG#hg#MR1s6#R#ampa#5679#08,1160,MR1,6,R,ampa,5679,08,7021
374,RG#hg#MR1s6#R#kain#5681#08,1159,MR1,6,R,kain,5681,08,7020
375,RG#hg#MR1s6#R#mk80#5683#08,1158,MR1,6,R,mk80,5683,08,7019
376,RG#hg#MR1s6#R#musc#5685#08,1157,MR1,6,R,musc,5685,08,7018
377,RG#hg#MR1s6#R#cgp5#5713#08,1156,MR1,6,R,cgp5,5713,08,7017
380,RG#HG#MR1S6#R#flum#5715#08,1153,MR1,6,R,flum,5715,08,7014
383,RG#hg#MR1s6#R#oxot#5689#08,1150,MR1,6,R,oxot,5689,08,7011
384,RG#hg#MR1s6#R#damp#5717#08,1149,MR1,6,R,damp,5717,08,7010
386,RG#hg#MR1s6#R#epib#5703#08,1147,MR1,6,R,epib,5703,08,7008
390,RG#hg#MR1s6#R#praz#5695#08,1143,MR1,6,R,praz,5695,08,7004
391,RG#hg#MR1s6#R#uk14#5697#08,1142,MR1,6,R,uk14,5697,08,7003
392,RG#HG#MR1S6#R#pire#9533#08,1141,MR1,6,R,pire,9533,08,7002
393,RG#hg#MR1s6#R#dpat#5691#08,1140,MR1,6,R,dpat,5691,08,7001
394,RG#hg#MR1s6#R#sr95#5723#08,1139,MR1,6,R,sr95,5723,08,7000
396,RG#hg#MR1s6#R#sch2#5701#08,1137,MR1,6,R,sch2,5701,08,6998
397,RG#hg#MR1s6#R#rx82#5699#08,1136,MR1,6,R,rx82,5699,08,6997
398,RG#hg#MR1s6#R#afdx#5719#08,1135,MR1,6,R,afdx,5719,08,6996
400,RG#hg#MR1s6#R#dpog#5709#08,1133,MR1,6,R,dpog,5709,08,6994
402,RG#HG#MR1s6#R#dpmg#5711#08,1131,MR1,6,R,dpmg,5711,08,6992
404,RG#hg#MR1s6#R#ly34#5721#08,1129,MR1,6,R,ly34,5721,08,6990
408,RG#hg#MR1s6#R#cpog#5705#08,1125,MR1,6,R,cpog,5705,08,6986
410,RG#hg#MR1s6#R#cpmg#5707#08,1123,MR1,6,R,cpmg,5707,08,6984
411,RG#hg#MR1s6#R#keta#5693#08,1122,MR1,6,R,keta,5693,08,6983
423,RG#hg#MR1s6#R#ampa#5679#09,1110,MR1,6,R,ampa,5679,09,6971
424,RG#hg#MR1s6#R#kain#5681#09,1109,MR1,6,R,kain,5681,09,6970
425,RG#hg#MR1s6#R#mk80#5683#09,1108,MR1,6,R,mk80,5683,09,6969
426,RG#hg#MR1s6#R#musc#5685#09,1107,MR1,6,R,musc,5685,09,6968
427,RG#hg#MR1s6#R#cgp5#5713#09,1106,MR1,6,R,cgp5,5713,09,6967
431,RG#hg#MR1s6#R#oxot#5689#09,1102,MR1,6,R,oxot,5689,09,6963
