,fn,slab_order,mri,slab,hemisphere,ligand,sheet,repeat,global_order
432,RG#hg#MR1s6#R#damp#5717#09,1101,MR1,6,R,damp,5717,09,6962
436,RG#hg#MR1s6#R#epib#5703#09,1097,MR1,6,R,epib,5703,09,6958
437,RG#hg#MR1s6#R#praz#5695#09,1096,MR1,6,R,praz,5695,09,6957
439,RG#hg#MR1s6#R#uk14#5697#09,1094,MR1,6,R,uk14,5697,09,6955
440,RG#HG#MR1S6#R#pire#9533#09,1093,MR1,6,R,pire,9533,09,6954
441,RG#hg#MR1s6#R#dpat#5691#09,1092,MR1,6,R,dpat,5691,09,6953
442,RG#hg#MR1s6#R#sr95#5723#09,1091,MR1,6,R,sr95,5723,09,6952
444,RG#hg#MR1s6#R#sch2#5701#09,1089,MR1,6,R,sch2,5701,09,6950
445,RG#hg#MR1s6#R#rx82#5699#09,1088,MR1,6,R,rx82,5699,09,6949
446,RG#hg#MR1s6#R#afdx#5719#09,1087,MR1,6,R,afdx,5719,09,6948
447,RG#hg#MR1s6#R#dpog#5709#09,1086,MR1,6,R,dpog,5709,09,6947
449,RG#HG#MR1s6#R#dpmg#5711#09,1084,MR1,6,R,dpmg,5711,09,6945
451,RG#hg#MR1s6#R#ly34#5721#09,1082,MR1,6,R,ly34,5721,09,6943
452,RG#hg#MR1s6#R#cpog#5705#09,1081,MR1,6,R,cpog,5705,09,6942
453,RG#hg#MR1s6#R#cpmg#5707#09,1080,MR1,6,R,cpmg,5707,09,6941
454,RG#hg#MR1s6#R#keta#5693#09,1079,MR1,6,R,keta,5693,09,6940
470,RG#hg#MR1s6#R#ampa#5679#10,1063,MR1,6,R,ampa,5679,10,6924
475,RG#hg#MR1s6#R#kain#5681#10,1058,MR1,6,R,kain,5681,10,6919
477,RG#hg#MR1s6#R#mk80#5683#10,1056,MR1,6,R,mk80,5683,10,6917
478,RG#hg#MR1s6#R#mk80ub#5683#10,1055,MR1,6,R,mk80ub,5683,10,6916
479,RG#hg#MR1s6#R#musc#5685#10,1054,MR1,6,R,musc,5685,10,6915
481,RG#hg#MR1s6#R#cgp5#5713#10,1052,MR1,6,R,cgp5,5713,10,6913
482,RG#hg#MR1s6#R#cgp5ub#5713#10,1051,MR1,6,R,cgp5ub,5713,10,6912
484,RG#HG#MR1S6#R#flum#5715#UB,1049,MR1,6,R,flum,5715,UB,6910
488,RG#hg#MR1s6#R#oxot#5689#10,1045,MR1,6,R,oxot,5689,10,6906
490,RG#hg#MR1s6#R#damp#5717#10,1043,MR1,6,R,damp,5717,10,6904
491,RG#hg#MR1s6#R#dampub#5717#10,1042,MR1,6,R,dampub,5717,10,6903
495,RG#hg#MR1s6#R#epib#5703#10,1038,MR1,6,R,epib,5703,10,6899
499,RG#hg#MR1s6#R#praz#5695#10,1034,MR1,6,R,praz,5695,10,6895
500,RG#hg#MR1s6#R#prazub#5695#10,1033,MR1,6,R,prazub,5695,10,6894
502,RG#hg#MR1s6#R#uk14#5697#10,1031,MR1,6,R,uk14,5697,10,6892
504,RG#HG#MR1S6#R#pire#9533#10,1029,MR1,6,R,pire,9533,10,6890
505,RG#hg#MR1s6#R#dpat#5691#10,1028,MR1,6,R,dpat,5691,10,6889
507,RG#hg#MR1s6#R#sr95#5723#10,1026,MR1,6,R,sr95,5723,10,6887
508,RG#hg#MR1s6#R#sr95ub#5723#10,1025,MR1,6,R,sr95ub,5723,10,6886
510,RG#hg#MR1s6#R#sch2#5701#10,1023,MR1,6,R,sch2,5701,10,6884
511,RG#hg#MR1s6#R#sch2ub#5701#10,1022,MR1,6,R,sch2ub,5701,10,6883
512,RG#hg#MR1s6#R#rx82#5699#10,1021,MR1,6,R,rx82,5699,10,6882
514,RG#hg#MR1s6#R#afdx#5719#10,1019,MR1,6,R,afdx,5719,10,6880
516,RG#hg#MR1s6#R#dpog#5709#10,1017,MR1,6,R,dpog,5709,10,6878
517,RG#hg#MR1s6#R#dpogub#5709#10,1016,MR1,6,R,dpogub,5709,10,6877
519,RG#HG#MR1s6#R#dpmg#5711#10,1014,MR1,6,R,dpmg,5711,10,6875
521,RG#HG#MR1s6#R#dpmg#5711#UB,1012,MR1,6,R,dpmg,5711,UB,6873
524,RG#hg#MR1s6#R#ly34#5721#10,1009,MR1,6,R,ly34,5721,10,6870
526,RG#hg#MR1s6#R#cpog#5705#10,1007,MR1,6,R,cpog,5705,10,6868
527,RG#hg#MR1s6#R#cpogub#5705#10,1006,MR1,6,R,cpogub,5705,10,6867
528,RG#hg#MR1s6#R#cpmg#5707#10,1005,MR1,6,R,cpmg,5707,10,6866
529,RG#hg#MR1s6#R#cpmgub#5707#10,1004,MR1,6,R,cpmgub,5707,10,6865
530,RG#hg#MR1s6#R#keta#5693#10,1003,MR1,6,R,keta,5693,10,6864
531,RG#hg#MR1s6#R#ketaub#5693#10,1002,MR1,6,R,ketaub,5693,10,6863
558,RG#hg#MR1s6#R#ampa#5679#11,975,MR1,6,R,ampa,5679,11,6836
559,RG#hg#MR1s6#R#kain#5681#11,974,MR1,6,R,kain,5681,11,6835
560,RG#hg#MR1s6#R#mk80#5683#11,973,MR1,6,R,mk80,5683,11,6834
561,RG#hg#MR1s6#R#musc#5685#11,972,MR1,6,R,musc,5685,11,6833
562,RG#hg#MR1s6#R#cgp5#5713#11,971,MR1,6,R,cgp5,5713,11,6832
563,RG#HG#MR1S6#R#flum#5715#11,970,MR1,6,R,flum,5715,11,6831
568,RG#hg#MR1s6#R#oxot#5689#11,965,MR1,6,R,oxot,5689,11,6826
569,RG#hg#MR1s6#R#damp#5717#11,964,MR1,6,R,damp,5717,11,6825
571,RG#hg#MR1s6#R#epib#5703#11,962,MR1,6,R,epib,5703,11,6823
572,RG#hg#MR1s6#R#praz#5695#11,961,MR1,6,R,praz,5695,11,6822
573,RG#hg#MR1s6#R#uk14#5697#11,960,MR1,6,R,uk14,5697,11,6821
574,RG#HG#MR1S6#R#pire#9533#11,959,MR1,6,R,pire,9533,11,6820
576,RG#hg#MR1s6#R#dpat#5691#11,957,MR1,6,R,dpat,5691,11,6818
577,RG#hg#MR1s6#R#sr95#5723#11,956,MR1,6,R,sr95,5723,11,6817
579,RG#hg#MR1s6#R#sch2#5701#11,954,MR1,6,R,sch2,5701,11,6815
580,RG#hg#MR1s6#R#rx82#5699#11,953,MR1,6,R,rx82,5699,11,6814
581,RG#hg#MR1s6#R#afdx#5719#11,952,MR1,6,R,afdx,5719,11,6813
582,RG#hg#MR1s6#R#dpog#5709#11,951,MR1,6,R,dpog,5709,11,6812
584,RG#HG#MR1s6#R#dpmg#5711#11,949,MR1,6,R,dpmg,5711,11,6810
586,RG#hg#MR1s6#R#ly34#5721#11,947,MR1,6,R,ly34,5721,11,6808
588,RG#hg#MR1s6#R#cpog#5705#11,945,MR1,6,R,cpog,5705,11,6806
589,RG#hg#MR1s6#R#cpmg#5707#11,944,MR1,6,R,cpmg,5707,11,6805
590,RG#hg#MR1s6#R#keta#5693#11,943,MR1,6,R,keta,5693,11,6804
602,RG#hg#MR1s6#R#ampa#5679#12,931,MR1,6,R,ampa,5679,12,6792
603,RG#hg#MR1s6#R#kain#5681#12,930,MR1,6,R,kain,5681,12,6791
605,RG#hg#MR1s6#R#mk80#5683#12,928,MR1,6,R,mk80,5683,12,6789
606,RG#hg#MR1s6#R#musc#5685#12,927,MR1,6,R,musc,5685,12,6788
607,RG#hg#MR1s6#R#cgp5#5713#12,926,MR1,6,R,cgp5,5713,12,6787
609,RG#HG#MR1S6#R#flum#5715#12,924,MR1,6,R,flum,5715,12,6785
612,RG#hg#MR1s6#R#oxot#5689#12,921,MR1,6,R,oxot,5689,12,6782
613,RG#hg#MR1s6#R#damp#5717#12,920,MR1,6,R,damp,5717,12,6781
615,RG#hg#MR1s6#R#epib#5703#12,918,MR1,6,R,epib,5703,12,6779
616,RG#hg#MR1s6#R#praz#5695#12,917,MR1,6,R,praz,5695,12,6778
617,RG#hg#MR1s6#R#uk14#5697#12,916,MR1,6,R,uk14,5697,12,6777
618,RG#HG#MR1S6#R#pire#9533#12,915,MR1,6,R,pire,9533,12,6776
619,RG#hg#MR1s6#R#dpat#5691#12,914,MR1,6,R,dpat,5691,12,6775
620,RG#hg#MR1s6#R#sr95#5723#12,913,MR1,6,R,sr95,5723,12,6774
622,RG#hg#MR1s6#R#sch2#5701#12,911,MR1,6,R,sch2,5701,12,6772
623,RG#hg#MR1s6#R#rx82#5699#12,910,MR1,6,R,rx82,5699,12,6771
624,RG#hg#MR1s6#R#afdx#5719#12,909,MR1,6,R,afdx,5719,12,6770
625,RG#hg#MR1s6#R#dpog#5709#12,908,MR1,6,R,dpog,5709,12,6769
627,RG#HG#MR1s6#R#dpmg#5711#12,906,MR1,6,R,dpmg,5711,12,6767
629,RG#hg#MR1s6#R#ly34#5721#12,904,MR1,6,R,ly34,5721,12,6765
630,RG#hg#MR1s6#R#cpog#5705#12,903,MR1,6,R,cpog,5705,12,6764
633,RG#hg#MR1s6#R#cpmg#5707#12,900,MR1,6,R,cpmg,5707,12,6761
634,RG#hg#MR1s6#R#keta#5693#12,899,MR1,6,R,keta,5693,12,6760
648,RG#hg#MR1s6#R#ampa#5679#13,885,MR1,6,R,ampa,5679,13,6746
649,RG#hg#MR1s6#R#kain#5681#13,884,MR1,6,R,kain,5681,13,6745
650,RG#hg#MR1s6#R#mk80#5683#13,883,MR1,6,R,mk80,5683,13,6744
651,RG#hg#MR1s6#R#musc#5685#13,882,MR1,6,R,musc,5685,13,6743
652,RG#hg#MR1s6#R#cgp5#5713#13,881,MR1,6,R,cgp5,5713,13,6742
653,RG#HG#MR1S6#R#flum#5715#13,880,MR1,6,R,flum,5715,13,6741
656,RG#hg#MR1s6#R#oxot#5689#13,877,MR1,6,R,oxot,5689,13,6738
657,RG#hg#MR1s6#R#damp#5717#13,876,MR1,6,R,damp,5717,13,6737
659,RG#hg#MR1s6#R#epib#5703#13,874,MR1,6,R,epib,5703,13,6735
660,RG#hg#MR1s6#R#praz#5695#13,873,MR1,6,R,praz,5695,13,6734
661,RG#hg#MR1s6#R#uk14#5697#13,872,MR1,6,R,uk14,5697,13,6733
662,RG#HG#MR1S6#R#pire#9533#13,871,MR1,6,R,pire,9533,13,6732
663,RG#hg#MR1s6#R#dpat#5691#13,870,MR1,6,R,dpat,5691,13,6731
664,RG#hg#MR1s6#R#sr95#5723#13,869,MR1,6,R,sr95,5723,13,6730
667,RG#hg#MR1s6#R#sch2#5701#13,866,MR1,6,R,sch2,5701,13,6727
668,RG#hg#MR1s6#R#rx82#5699#13,865,MR1,6,R,rx82,5699,13,6726
669,RG#hg#MR1s6#R#afdx#5719#13,864,MR1,6,R,afdx,5719,13,6725
670,RG#hg#MR1s6#R#dpog#5709#13,863,MR1,6,R,dpog,5709,13,6724
672,RG#HG#MR1s6#R#dpmg#5711#13,861,MR1,6,R,dpmg,5711,13,6722
674,RG#hg#MR1s6#R#ly34#5721#13,859,MR1,6,R,ly34,5721,13,6720
675,RG#hg#MR1s6#R#cpog#5705#13,858,MR1,6,R,cpog,5705,13,6719
676,RG#hg#MR1s6#R#cpmg#5707#13,857,MR1,6,R,cpmg,5707,13,6718
677,RG#hg#MR1s6#R#keta#5693#13,856,MR1,6,R,keta,5693,13,6717
690,RG#hg#MR1s6#R#ampa#5679#14,843,MR1,6,R,ampa,5679,14,6704
691,RG#hg#MR1s6#R#kain#5681#14,842,MR1,6,R,kain,5681,14,6703
692,RG#hg#MR1s6#R#mk80#5683#14,841,MR1,6,R,mk80,5683,14,6702
693,RG#hg#MR1s6#R#musc#5685#14,840,MR1,6,R,musc,5685,14,6701
694,RG#hg#MR1s6#R#cgp5#5713#14,839,MR1,6,R,cgp5,5713,14,6700
695,RG#HG#MR1S6#R#flum#5715#14,838,MR1,6,R,flum,5715,14,6699
698,RG#hg#MR1s6#R#oxot#5689#14,835,MR1,6,R,oxot,5689,14,6696
699,RG#hg#MR1s6#R#damp#5717#14,834,MR1,6,R,damp,5717,14,6695
702,RG#hg#MR1s6#R#epib#5703#14,831,MR1,6,R,epib,5703,14,6692
703,RG#hg#MR1s6#R#praz#5695#14,830,MR1,6,R,praz,5695,14,6691
704,RG#hg#MR1s6#R#uk14#5697#14,829,MR1,6,R,uk14,5697,14,6690
705,RG#HG#MR1S6#R#pire#9533#14,828,MR1,6,R,pire,9533,14,6689
706,RG#hg#MR1s6#R#dpat#5691#14,827,MR1,6,R,dpat,5691,14,6688
707,RG#hg#MR1s6#R#sr95#5723#14,826,MR1,6,R,sr95,5723,14,6687
709,RG#hg#MR1s6#R#sch2#5701#14,824,MR1,6,R,sch2,5701,14,6685
710,RG#hg#MR1s6#R#rx82#5699#14,823,MR1,6,R,rx82,5699,14,6684
711,RG#hg#MR1s6#R#afdx#5719#14,822,MR1,6,R,afdx,5719,14,6683
712,RG#hg#MR1s6#R#dpog#5709#14,821,MR1,6,R,dpog,5709,14,6682
714,RG#HG#MR1s6#R#dpmg#5711#14,819,MR1,6,R,dpmg,5711,14,6680
717,RG#hg#MR1s6#R#ly34#5721#14,816,MR1,6,R,ly34,5721,14,6677
718,RG#hg#MR1s6#R#cpog#5705#14,815,MR1,6,R,cpog,5705,14,6676
720,RG#hg#MR1s6#R#cpmg#5707#14,813,MR1,6,R,cpmg,5707,14,6674
721,RG#hg#MR1s6#R#keta#5693#14,812,MR1,6,R,keta,5693,14,6673
733,RG#hg#MR1s6#R#ampa#5679#15,800,MR1,6,R,ampa,5679,15,6661
734,RG#hg#MR1s6#R#kain#5681#15,799,MR1,6,R,kain,5681,15,6660
735,RG#hg#MR1s6#R#mk80#5683#15,798,MR1,6,R,mk80,5683,15,6659
736,RG#hg#MR1s6#R#musc#5685#15,797,MR1,6,R,musc,5685,15,6658
737,RG#hg#MR1s6#R#cgp5#5713#15,796,MR1,6,R,cgp5,5713,15,6657
738,RG#HG#MR1S6#R#flum#5715#15,795,MR1,6,R,flum,5715,15,6656
742,RG#hg#MR1s6#R#oxot#5689#15,791,MR1,6,R,oxot,5689,15,6652
743,RG#hg#MR1s6#R#damp#5717#15,790,MR1,6,R,damp,5717,15,6651
745,RG#hg#MR1s6#R#epib#5703#15,788,MR1,6,R,epib,5703,15,6649
746,RG#hg#MR1s6#R#praz#5695#15,787,MR1,6,R,praz,5695,15,6648
747,RG#hg#MR1s6#R#uk14#5697#15,786,MR1,6,R,uk14,5697,15,6647
749,RG#HG#MR1S6#R#pire#9533#15,784,MR1,6,R,pire,9533,15,6645
751,RG#HG#MR1S6#R#pire#9533#UB,782,MR1,6,R,pire,9533,UB,6643
752,RG#hg#MR1s6#R#dpat#5691#15,781,MR1,6,R,dpat,5691,15,6642
753,RG#hg#MR1s6#R#sr95#5723#15,780,MR1,6,R,sr95,5723,15,6641
755,RG#hg#MR1s6#R#sch2#5701#15,778,MR1,6,R,sch2,5701,15,6639
756,RG#hg#MR1s6#R#rx82#5699#15,777,MR1,6,R,rx82,5699,15,6638
757,RG#hg#MR1s6#R#afdx#5719#15,776,MR1,6,R,afdx,5719,15,6637
758,RG#hg#MR1s6#R#dpog#5709#15,775,MR1,6,R,dpog,5709,15,6636
764,RG#HG#MR1s6#R#dpmg#5711#15,769,MR1,6,R,dpmg,5711,15,6630
767,RG#hg#MR1s6#R#ly34#5721#15,766,MR1,6,R,ly34,5721,15,6627
768,RG#hg#MR1s6#R#cpog#5705#15,765,MR1,6,R,cpog,5705,15,6626
769,RG#hg#MR1s6#R#cpmg#5707#15,764,MR1,6,R,cpmg,5707,15,6625
770,RG#hg#MR1s6#R#keta#5693#15,763,MR1,6,R,keta,5693,15,6624
784,RG#hg#MR1s6#R#ampa#5679#16,749,MR1,6,R,ampa,5679,16,6610
785,RG#hg#MR1s6#R#kain#5681#16,748,MR1,6,R,kain,5681,16,6609
786,RG#hg#MR1s6#R#mk80#5683#16,747,MR1,6,R,mk80,5683,16,6608
787,RG#hg#MR1s6#R#musc#5685#16,746,MR1,6,R,musc,5685,16,6607
788,RG#hg#MR1s6#R#cgp5#5713#16,745,MR1,6,R,cgp5,5713,16,6606
790,RG#HG#MR1S6#R#flum#5715#16,743,MR1,6,R,flum,5715,16,6604
795,RG#hg#MR1s6#R#oxot#5689#16,738,MR1,6,R,oxot,5689,16,6599
796,RG#hg#MR1s6#R#damp#5717#16,737,MR1,6,R,damp,5717,16,6598
798,RG#hg#MR1s6#R#epib#5703#16,735,MR1,6,R,epib,5703,16,6596
799,RG#hg#MR1s6#R#praz#5695#16,734,MR1,6,R,praz,5695,16,6595
800,RG#hg#MR1s6#R#uk14#5697#16,733,MR1,6,R,uk14,5697,16,6594
802,RG#HG#MR1S6#R#pire#9534#16,731,MR1,6,R,pire,9534,16,6592
803,RG#hg#MR1s6#R#dpat#5691#16,730,MR1,6,R,dpat,5691,16,6591
804,RG#hg#MR1s6#R#sr95#5723#16,729,MR1,6,R,sr95,5723,16,6590
806,RG#hg#MR1s6#R#sch2#5701#16,727,MR1,6,R,sch2,5701,16,6588
807,RG#hg#MR1s6#R#rx82#5699#16,726,MR1,6,R,rx82,5699,16,6587
808,RG#hg#MR1s6#R#afdx#5719#16,725,MR1,6,R,afdx,5719,16,6586
809,RG#hg#MR1s6#R#dpog#5709#16,724,MR1,6,R,dpog,5709,16,6585
811,RG#HG#MR1s6#R#dpmg#5711#16,722,MR1,6,R,dpmg,5711,16,6583
813,RG#hg#MR1s6#R#ly34#5721#16,720,MR1,6,R,ly34,5721,16,6581
814,RG#hg#MR1s6#R#cpog#5705#16,719,MR1,6,R,cpog,5705,16,6580
818,RG#hg#MR1s6#R#cpmg#5707#16,715,MR1,6,R,cpmg,5707,16,6576
819,RG#hg#MR1s6#R#keta#5693#16,714,MR1,6,R,keta,5693,16,6575
831,RG#hg#MR1s6#R#ampa#5679#17,702,MR1,6,R,ampa,5679,17,6563
832,RG#hg#MR1s6#R#kain#5681#17,701,MR1,6,R,kain,5681,17,6562
833,RG#hg#MR1s6#R#mk80#5683#17,700,MR1,6,R,mk80,5683,17,6561
834,RG#hg#MR1s6#R#musc#5685#17,699,MR1,6,R,musc,5685,17,6560
835,RG#hg#MR1s6#R#cgp5#5713#17,698,MR1,6,R,cgp5,5713,17,6559
836,RG#HG#MR1S6#R#flum#5715#17,697,MR1,6,R,flum,5715,17,6558
839,RG#hg#MR1s6#R#oxot#5689#17,694,MR1,6,R,oxot,5689,17,6555
840,RG#hg#MR1s6#R#damp#5717#17,693,MR1,6,R,damp,5717,17,6554
842,RG#hg#MR1s6#R#epib#5703#17,691,MR1,6,R,epib,5703,17,6552
843,RG#hg#MR1s6#R#praz#5695#17,690,MR1,6,R,praz,5695,17,6551
844,RG#hg#MR1s6#R#uk14#5697#17,689,MR1,6,R,uk14,5697,17,6550
845,RG#HG#MR1S6#R#pire#9534#17,688,MR1,6,R,pire,9534,17,6549
846,RG#hg#MR1s6#R#dpat#5691#17,687,MR1,6,R,dpat,5691,17,6548
847,RG#hg#MR1s6#R#sr95#5723#17,686,MR1,6,R,sr95,5723,17,6547
849,RG#hg#MR1s6#R#sch2#5701#17,684,MR1,6,R,sch2,5701,17,6545
850,RG#hg#MR1s6#R#rx82#5699#17,683,MR1,6,R,rx82,5699,17,6544
851,RG#hg#MR1s6#R#afdx#5719#17,682,MR1,6,R,afdx,5719,17,6543
852,RG#hg#MR1s6#R#dpog#5709#17,681,MR1,6,R,dpog,5709,17,6542
854,RG#HG#MR1s6#R#dpmg#5711#17,679,MR1,6,R,dpmg,5711,17,6540
856,RG#hg#MR1s6#R#ly34#5721#17,677,MR1,6,R,ly34,5721,17,6538
857,RG#hg#MR1s6#R#cpog#5705#17,676,MR1,6,R,cpog,5705,17,6537
858,RG#hg#MR1s6#R#cpmg#5707#17,675,MR1,6,R,cpmg,5707,17,6536
859,RG#hg#MR1s6#R#keta#5693#17,674,MR1,6,R,keta,5693,17,6535
876,RG#hg#MR1s6#R#ampa#5679#18,657,MR1,6,R,ampa,5679,18,6518
877,RG#hg#MR1s6#R#kain#5681#18,656,MR1,6,R,kain,5681,18,6517
878,RG#hg#MR1s6#R#mk80#5683#18,655,MR1,6,R,mk80,5683,18,6516
879,RG#hg#MR1s6#R#musc#5685#18,654,MR1,6,R,musc,5685,18,6515
880,RG#hg#MR1s6#R#cgp5#5713#18,653,MR1,6,R,cgp5,5713,18,6514
881,RG#HG#MR1S6#R#flum#5715#18,652,MR1,6,R,flum,5715,18,6513
884,RG#hg#MR1s6#R#oxot#5689#18,649,MR1,6,R,oxot,5689,18,6510
885,RG#hg#MR1s6#R#damp#5717#18,648,MR1,6,R,damp,5717,18,6509
887,RG#hg#MR1s6#R#epib#5703#18,646,MR1,6,R,epib,5703,18,6507
888,RG#hg#MR1s6#R#praz#5695#18,645,MR1,6,R,praz,5695,18,6506
889,RG#hg#MR1s6#R#uk14#5697#18,644,MR1,6,R,uk14,5697,18,6505
890,RG#HG#MR1S6#R#pire#9534#18,643,MR1,6,R,pire,9534,18,6504
891,RG#hg#MR1s6#R#dpat#5691#18,642,MR1,6,R,dpat,5691,18,6503
892,RG#hg#MR1s6#R#sr95#5723#18,641,MR1,6,R,sr95,5723,18,6502
894,RG#hg#MR1s6#R#sch2#5701#18,639,MR1,6,R,sch2,5701,18,6500
895,RG#hg#MR1s6#R#rx82#5699#18,638,MR1,6,R,rx82,5699,18,6499
897,RG#hg#MR1s6#R#afdx#5719#18,636,MR1,6,R,afdx,5719,18,6497
899,RG#hg#MR1s6#R#dpog#5709#18,634,MR1,6,R,dpog,5709,18,6495
901,RG#HG#MR1s6#R#dpmg#5711#18,632,MR1,6,R,dpmg,5711,18,6493
903,RG#hg#MR1s6#R#ly34#5721#18,630,MR1,6,R,ly34,5721,18,6491
904,RG#hg#MR1s6#R#cpog#5705#18,629,MR1,6,R,cpog,5705,18,6490
905,RG#hg#MR1s6#R#cpmg#5707#18,628,MR1,6,R,cpmg,5707,18,6489
906,RG#hg#MR1s6#R#keta#5693#18,627,MR1,6,R,keta,5693,18,6488
917,RG#hg#MR1s6#R#ampa#5679#19,616,MR1,6,R,ampa,5679,19,6477
918,RG#hg#MR1s6#R#kain#5681#19,615,MR1,6,R,kain,5681,19,6476
919,RG#hg#MR1s6#R#mk80#5683#19,614,MR1,6,R,mk80,5683,19,6475
920,RG#hg#MR1s6#R#musc#5685#19,613,MR1,6,R,musc,5685,19,6474
921,RG#hg#MR1s6#R#cgp5#5713#19,612,MR1,6,R,cgp5,5713,19,6473
922,RG#HG#MR1S6#R#flum#5715#19,611,MR1,6,R,flum,5715,19,6472
925,RG#hg#MR1s6#R#oxot#5689#19,608,MR1,6,R,oxot,5689,19,6469
927,RG#hg#MR1s6#R#damp#5717#19,606,MR1,6,R,damp,5717,19,6467
930,RG#hg#MR1s6#R#epib#5703#19,603,MR1,6,R,epib,5703,19,6464
931,RG#hg#MR1s6#R#praz#5695#19,602,MR1,6,R,praz,5695,19,6463
932,RG#hg#MR1s6#R#uk14#5697#19,601,MR1,6,R,uk14,5697,19,6462
933,RG#HG#MR1S6#R#pire#9534#19,600,MR1,6,R,pire,9534,19,6461
934,RG#hg#MR1s6#R#dpat#5691#19,599,MR1,6,R,dpat,5691,19,6460
935,RG#hg#MR1s6#R#sr95#5723#19,598,MR1,6,R,sr95,5723,19,6459
937,RG#hg#MR1s6#R#sch2#5701#19,596,MR1,6,R,sch2,5701,19,6457
939,RG#hg#MR1s6#R#rx82#5699#19,594,MR1,6,R,rx82,5699,19,6455
940,RG#hg#MR1s6#R#afdx#5719#19,593,MR1,6,R,afdx,5719,19,6454
941,RG#hg#MR1s6#R#dpog#5709#19,592,MR1,6,R,dpog,5709,19,6453
943,RG#HG#MR1s6#R#dpmg#5711#19,590,MR1,6,R,dpmg,5711,19,6451
945,RG#hg#MR1s6#R#ly34#5721#19,588,MR1,6,R,ly34,5721,19,6449
946,RG#hg#MR1s6#R#cpog#5705#19,587,MR1,6,R,cpog,5705,19,6448
947,RG#hg#MR1s6#R#cpmg#5707#19,586,MR1,6,R,cpmg,5707,19,6447
948,RG#hg#MR1s6#R#keta#5693#19,585,MR1,6,R,keta,5693,19,6446
965,RG#hg#MR1s6#R#ampa#5679#20,568,MR1,6,R,ampa,5679,20,6429
967,RG#hg#MR1s6#R#kain#5681#20,566,MR1,6,R,kain,5681,20,6427
969,RG#hg#MR1s6#R#mk80#5683#20,564,MR1,6,R,mk80,5683,20,6425
970,RG#hg#MR1s6#R#mk80ub#5683#20,563,MR1,6,R,mk80ub,5683,20,6424
971,RG#hg#MR1s6#R#musc#5685#20,562,MR1,6,R,musc,5685,20,6423
974,RG#hg#MR1s6#R#cgp5#5713#20,559,MR1,6,R,cgp5,5713,20,6420
975,RG#hg#MR1s6#R#cgp5ub#5713#20,558,MR1,6,R,cgp5ub,5713,20,6419
976,RG#HG#MR1S6#R#flum#5715#20,557,MR1,6,R,flum,5715,20,6418
977,RG#HG#MR1S6#R#flum#5715#UB2,556,MR1,6,R,flum,5715,UB2,6417
981,RG#hg#MR1s6#R#oxot#5689#20,552,MR1,6,R,oxot,5689,20,6413
983,RG#hg#MR1s6#R#damp#5717#20,550,MR1,6,R,damp,5717,20,6411
984,RG#hg#MR1s6#R#dampub#5717#20,549,MR1,6,R,dampub,5717,20,6410
986,RG#hg#MR1s6#R#epib#5703#20,547,MR1,6,R,epib,5703,20,6408
989,RG#hg#MR1s6#R#praz#5695#20,544,MR1,6,R,praz,5695,20,6405
990,RG#hg#MR1s6#R#prazub#5695#20,543,MR1,6,R,prazub,5695,20,6404
991,RG#hg#MR1s6#R#uk14#5697#20,542,MR1,6,R,uk14,5697,20,6403
992,RG#hg#MR1s6#R#uk14#5697#ub,541,MR1,6,R,uk14,5697,ub,6402
997,RG#HG#MR1S6#R#pire#9534#20,536,MR1,6,R,pire,9534,20,6397
998,RG#hg#MR1s6#R#dpat#5691#20,535,MR1,6,R,dpat,5691,20,6396
1000,RG#hg#MR1s6#R#sr95#5723#20,533,MR1,6,R,sr95,5723,20,6394
1001,RG#hg#MR1s6#R#sr95ub#5723#20,532,MR1,6,R,sr95ub,5723,20,6393
1003,RG#hg#MR1s6#R#sch2#5701#20,530,MR1,6,R,sch2,5701,20,6391
1004,RG#hg#MR1s6#R#sch2ub#5701#20,529,MR1,6,R,sch2ub,5701,20,6390
1005,RG#hg#MR1s6#R#rx82#5699#20,528,MR1,6,R,rx82,5699,20,6389
1007,RG#hg#MR1s6#R#afdx#5719#20,526,MR1,6,R,afdx,5719,20,6387
1009,RG#hg#MR1s6#R#dpog#5709#20,524,MR1,6,R,dpog,5709,20,6385
1010,RG#hg#MR1s6#R#dpogub#5709#20,523,MR1,6,R,dpogub,5709,20,6384
1012,RG#HG#MR1s6#R#dpmg#5711#20,521,MR1,6,R,dpmg,5711,20,6382
1013,RG#HG#MR1s6#R#dpmg#5711#UB1,520,MR1,6,R,dpmg,5711,UB1,6381
1015,RG#hg#MR1s6#R#ly34#5721#20,518,MR1,6,R,ly34,5721,20,6379
1017,RG#hg#MR1s6#R#cpog#5705#20,516,MR1,6,R,cpog,5705,20,6377
1018,RG#hg#MR1s6#R#cpogub#5705#20,515,MR1,6,R,cpogub,5705,20,6376
1019,RG#hg#MR1s6#R#cpmg#5707#20,514,MR1,6,R,cpmg,5707,20,6375
1020,RG#hg#MR1s6#R#cpmgub#5707#20,513,MR1,6,R,cpmgub,5707,20,6374
1021,RG#hg#MR1s6#R#keta#5693#20,512,MR1,6,R,keta,5693,20,6373
1022,RG#hg#MR1s6#R#ketaub#5693#20,511,MR1,6,R,ketaub,5693,20,6372
1046,RG#hg#MR1s6#R#ampa#5680#21,487,MR1,6,R,ampa,5680,21,6348
1047,RG#hg#MR1s6#R#kain#5682#21,486,MR1,6,R,kain,5682,21,6347
